Sickness_Name,Symptoms
anaphylaxis allergies,"['stage', 'stage', 'stage', 'stage']"
trichotillomania,"['antidepressants', 'atypical antipsychotics', 'acetyl cysteine amino acid supplement']"
retinoschisis,"['eyes look different directions', 'poor close vision', 'bleeding eye caused damaged blood vessels', 'visual acuity test check well focus', 'field vision test measure central side vision', 'ophthalmoscopy dilation look back eye including retina', 'slit lamp exam get large three dimensional view different parts eye']"
astrocytoma,"['surgery', 'radiation', 'chemotherapy', 'targeted therapy newer type treatment may used help shrink tumors works differently chemotherapy targets certain proteins help tumors grow', 'electric field therapy uses electrical fields target cells tumor damaging normal cells done putting electrodes directly scalp device called optune given chemotherapy surgery radiation fda approved newly diagnosed people people whose glioblastoma come back']"
giant cell arteritis (temporal arteritis),"['fever', 'fatigue', 'pain jaw chew', 'pain face', 'vision problems blurred vision double vision sudden vision loss', 'pain shoulders arms neck hip', 'appetite loss', 'weight loss', 'cough', 'sore throat', 'tongue pain']"
gingivitis periodontal disease (gum disease),"['gums bleed tooth brushing', 'red swollen gums healthy gums pink firm', 'persistent', 'receding gums', 'formation deep pockets teeth gums', 'loose shifting teeth', 'changes way teeth fit together upon biting fit partial dentures']"
h. pylori infection,"['bloating', 'burping', 'appetite', 'nausea', 'vomiting', 'weight loss clear reason', 'bloody dark red black poop', 'trouble breathing', 'dizziness', 'pale', 'vomit', 'serious sharp', 'belly pain swelling', 'bloating', 'nausea', 'loss appetite', 'feeling full eat small amount', 'vomiting', 'weight loss reason', 'black poop', 'block digested food leaving stomach', 'leave hole wall stomach', 'cause bleeding', 'belly pain swelling', 'nausea', 'feeling', 'feeling full eat small amount', 'vomiting', 'weight loss reason']"
hives skin,"['dizziness', 'wheezing', 'difficulty breathing', 'tightness chest', 'swelling tongue lips face']"
gaucher disease,"['easy bruising', 'nosebleeds', 'tiredness', 'enlarged spleen liver makes belly look swollen', 'bone problems like pain breaks', 'lung disease', 'slow back forth eye movement', 'gaining weight growing expected called failure thrive', 'high pitched sound breathing', 'seizures', 'brain damage', 'enlarged liver spleen', 'inability swallow', 'pneumonia', 'throat muscle spasms', 'collodion skin looks like thin shiny coating', 'slow heart rate', 'infections', 'lung problems', 'bluish skin', 'much fluid baby body soon born', 'dry scaly skin', 'enlarged liver spleen', 'serious brain spinal cord problems', 'swollen stomach', 'unusual facial features', 'hardening heart valves blood vessels', 'bone disease', 'enlarged spleen', 'eye problems', 'blood transfusions anemia', 'medications strengthen bones prevent buildup fat ease pain', 'joint replacement surgery help move better', 'surgery remove swollen spleen', 'stem cell transplant reverse type symptoms procedure complicated cause short term long term problems rarely used', 'pain treatments kids adults gaucher may take drugs like acetaminophen ibuprofen mild pain opioids stronger pain antidepressants anti anxiety drugs muscle relaxers may also help pain', 'vitamin calcium supplements may help ease gaucher symptoms doctor may recommend think getting enough diet']"
gastroparesis,"['radioisotope gastric emptying scan gastric scintigraphy', 'blood tests', 'barium ray', 'gastric emptying breath tests 13c gebts', 'gastric manometry', 'electrogastrography', 'smart pill', 'ultrasound', 'upper endoscopy']"
"gastroenteritis (""stomach flu"")","['gradually ease food back person diet', 'start bland easy digest food crackers bananas toast rice chicken', 'avoid dairy', 'little urination', 'extreme thirst', 'lack tears', 'dry mouth', 'sunken', 'dizziness', 'rapid breathing heartbeat', 'lack alertness', 'blurred', 'trouble swallowing breathing', 'muscle weakness']"
gastritis,"['nausea recurrent', 'abdominal', 'abdominal pain', 'vomiting', 'indigestion', 'burning gnawing feeling stomach meals night', 'hiccups', 'loss appetite', 'vomiting', 'black tarry stools']"
growth hormone stimulation test,"['low energy', 'less strength', 'depression', 'decline muscle mass', 'increase body']"
zollinger-ellison syndrome,"['abdominal pain', 'burning pain', 'nausea', 'diarrhea', 'weight loss', 'vomiting', 'bleeding stomach', 'weakness', 'fatigue']"
stomach cancer,"['stomach pain', 'blood', 'vomiting', 'weight loss', 'trouble swallowing', 'yellowish', 'swelling stomach', 'constipation', 'weakness', 'heartburn']"
tay-sachs disease,"['loss motor skills turning sitting crawling', 'strong reaction loud noises', 'trouble focusing objects following', 'cherry red spots identified']"
mucopolysaccharidosis (mps i),"['severe', 'attenuated less severe', 'shorter average stocky build', 'large head bulging forehead', 'thick lips widely spaced teeth large tongue', 'short flat nose wide nostrils', 'thick tough skin', 'short broad hands curving fingers', 'knock knees walking toes', 'curved spine', 'lot specific sugar urine', 'active missing protein blood skin cells']"
glioblastoma,"['constant', 'seizures', 'vomiting', 'trouble thinking', 'changes mood personality', 'double', 'trouble speaking']"
ganglion cyst,"['bump goes away comes back', 'one large cyst many smaller cysts', 'degree', 'long lasting pain gets worse move affected joint', 'pressure nerves causes tingling numbness', 'weakness affected finger cyst connected tendon']"
lysosomal storage disorders,"['pain numbness tingling burning hands feet', 'body aches', 'fever', 'tiredness', 'red purple', 'trouble', 'swelling lower legs', 'clouding', 'diarrhea', 'trouble breathing', 'ringing ears', 'dizziness', 'abnormal', 'anemia', 'enlarged spleen', 'easy bleeding bruising', 'tiredness', 'bone pain', 'joint pain', 'eye problems', 'seizures', 'muscle', 'stiff limbs', 'trouble walking', 'vision', 'muscle spasms', 'seizures', 'red spot back', 'vision hearing loss', 'seizures', 'medicine', 'surgery', 'physical therapy', 'dialysis treatment removes toxic substances body']"
cholecystitis,"['nausea', 'vomiting', 'fever', 'bloating', 'yellow', 'bowel movements', 'detail symptoms started felt way', 'describe severe pain', 'talk whether anything makes pain better worse', 'ray belly show internal organs bones tissues', 'ultrasound', 'scan', 'hida scan checks gallbladder squeezes bile blocked get shot chemical scanner traces moves body', 'ptc uses dye injected liver show bile moving body', 'ercp uses long flexible tube threaded throat']"
food allergy food intolerance,"['food poisoning', 'histamine toxicity', 'food additives', 'lactose intolerance', 'gluten intolerance', 'diseases', 'psychological triggers']"
food addiction,"['anxiety', 'agitation', 'physical symptoms', 'eating food causes problems depression', 'need eat food reduce negative emotions increase pleasure', 'eating amount food reduce negative emotions increase pleasure way used']"
heartburn,"['tomatoes', 'citrus fruits', 'garlic onions', 'chocolate', 'coffee caffeinated products', 'alcohol', 'peppermint', 'foods high fats oils', 'eat right bedtime', 'smoke vape use tobacco products', 'wear tight fitting clothing belts', 'lie bend eating', 'stressed', 'pregnant', 'take certain medications including antibiotics nonsteroidal anti inflammatory drugs nsaids', 'constipated', 'ray', 'endoscopy', 'ambulatory acid probe test esophageal monitoring', 'esophageal motility testing esophageal manometry', 'treatments helped', 'les muscle work properly', 'heartburn caused gerd', 'cancer esophagus keep mind trouble swallowing heartburn gerd common symptom type cancer']"
follicular lymphoma,"['painless swelling lymph nodes neck groin', 'shortness breath', 'fatigue', 'night sweats', 'weight loss']"
necrotizing fasciitis (flesh-eating bacteria),"['serious', 'inflammation', 'fever', 'nausea', 'increasing pain general area minor cut abrasion skin opening', 'pain worse would expected appearance cut abrasion', 'redness warmth around wound though symptoms begin areas body', 'flu like symptoms', 'intense thirst due', 'swelling possibly along purplish', 'large violet colored marks turn', 'discoloration peeling flakiness tissue death', 'dizziness fatigue nausea', 'severe drop', 'toxic shock', 'unconsciousness']"
prolactinoma,"['irregular menstrual periods', 'lack menstrual periods', 'low', 'painful intercourse caused', 'problems', 'unusual production', 'problems getting maintaining erection', 'decreased interest sex', 'breast milk production rare cases']"
fitz-hugh-curtis syndrome,"['fever', 'chills', 'night sweat', 'nausea vomiting', 'hiccups', 'headaches', 'general feeling poor health malaise']"
cysts lumps bumps skin,"['red brown purple growth change colors time', 'growth small pellet', 'tenderness pain', 'dimple appears growth pinched', 'multiple red pimples pustules hair bearing areas body', 'itching skin', 'painless slow growing mass', 'occasional pain', 'electric like shock affected area touched', 'neurological problems tumor involves major motor sensory nerve nerve compressed tumor hard structure']"
interstitial lung disease (ild),"['cough', 'weight loss']"
uterine fibroids,"['heavy long painful periods', 'pain lower', 'painful sex', 'peeing often', 'discomfort rectum', 'gonadotropin releasing hormone gnrh agonists', 'gnrh antagonists', 'progestin releasing intrauterine device iud', 'tranexamic acid', 'myomectomy', 'endometrial ablation', 'uterine fibroid embolization ufe uterine artery embolization uae', 'hysterectomy']"
pulmonary arterial hypertension,"['chest pain', 'fatigue', 'passing', 'swelling']"
gilbert syndrome,"['nausea diarrhea', 'abdominal discomfort', 'fatigue', 'dark urine', 'stressed', 'dehydrated', 'exercise', 'infection like', 'skip meals', 'drink', 'take medicines affect', 'outside cold weather', 'period', 'recovering surgery']"
basal ganglia calcification,"['clumsiness', 'walking', 'talking slowly usual slurring words', 'difficulty swallowing', 'involuntary movement arms legs', 'cramped muscles', 'stiff arms legs called spasticity', 'tremors muscle stiffness lack facial expression', 'poor concentration', 'lapses memory', 'mood changes', 'psychosis', 'dementia', 'tiredness', 'migraines', 'seizures', 'vertigo', 'able control urinate called', 'impotence']"
tetralogy fallot,"['growth development slower especially pulmonary stenosis severe puberty may delayed tetralogy untreated', 'child usually tires easily begins panting form exertion may play short time sitting lying', 'able walk child often assumes squatting position catch breath resumes physical activity squatting increases pressure transiently aorta left ventricle causing less blood move left ventricle pulmonary artery lungs', 'child suddenly becomes blue difficulty breathing may become extremely irritable even faint', 'children tetralogy fallot experience spells', 'spells often happen feeding crying straining awakening morning', 'spells last minutes hours', 'bluish discoloration', 'trouble breathing', 'seizures', 'fainting', 'extreme fatigue weakness', 'lab tests red blood cell count hemoglobin may elevated body attempts compensate lack oxygen tissues', 'electrocardiogram ecg painless quick test measures records electrical activity heart structural abnormalities heart usually produce abnormal recordings ecg tetralogy fallot right ventricular hypertrophy almost always present', 'chest ray imaging image may demonstrate classic boot shaped heart occurs right ventricle enlarged also may show abnormal aorta', 'echocardiography imaging test key demonstrate ventricular septal defect large hole left right ventricles degree pulmonary stenosis reveal unanticipated defects many patients need cardiac catheterization clinical ecg echocardiogram findings routine expected', 'cardiac catheterization invasive procedure accomplished cardiologist special laboratory patient local general anesthesia procedure done patients suspected tetralogy prior echocardiography procedure could used confirm diagnosis needed small tube catheter inserted skin blood vessel usually groin advanced inferior vena cava heart ray image taken small amount dye infused dye helps highlight ventricular septal defect pulmonary stenosis overriding aorta size pulmonary arteries', 'right ventricular failure right ventricular failure possible especially surgery created severe pulmonary valve insufficiency leaking blood backward pulmonary artery right ventricle', 'electrical conduction abnormalities every patient tetralogy fallot right bundle branch block secondary congenital ventricular septal defect sewing patch ventricular septum create heart block failure upper atria conduct communicate lower ventricles permanent pacemaker occasionally needed', 'arrhythmias surgery ventricles postoperative ventricular tachycardia infrequent risk life threatening arrhythmia follow detect risk ventricular tachycardia important', 'residual hole ventricular septum also possible oxygenated blood passing left side heart right shunting']"
ataxia,"['counseling', 'physical occupational', 'speech', 'support groups']"
epstein-barr virus (ebv) infection,"['fever', 'sore throat', 'swollen glands neck', 'swollen liver spleen', 'tiredness', 'get plenty rest', 'drink lot water liquids stay hydrated', 'suck lozenges ice pops gargle warm salt water make', 'take counter medications like', 'sudden sharp pain left side belly could mean problem spleen', 'little urine sign', 'trouble breathing']"
primary sclerosing cholangitis,"['fatigue', 'itchy skin', 'yellowish']"
fabry disease,"['higher chance heart attack stroke', 'serious kidney problems including kidney failure', 'high blood pressure', 'heart failure', 'enlarged heart', 'osteoporosis', 'feeling', 'concerning', 'symptoms noticed', 'symptoms start', 'medical conditions run family', 'seen doctors problem tell']"
epididymitis,"['redness swelling tenderness scrotum sac contains testes', 'frequent urgent need pee', 'lump testicle', 'painful urination', 'fever', 'bloody', 'discomfort lower', 'enlarged', 'lump testicle', 'urine sample', 'blood', 'swab sample', 'ultrasound']"
cholera,"['rapid', 'loss', 'dry mucous membranes including inside', 'low blood pressure', 'thirst', 'muscle cramps']"
dental health endocarditis prevention,"['unexplained fever', 'night chills', 'weakness', 'sluggishness lethargy malaise general ill feeling']"
empty sella syndrome,"['headaches', 'high blood pressure', 'fatigue', 'impotence', 'low', 'menstrual periods irregular ones women', 'infertility', 'feeling pressure inside skull', 'spinal fluid leaking nose', 'swelling', 'blurry', 'magnetic resonance imaging', 'computerized tomography scan doctor take rays head several angles put together make complete picture', 'medicine', 'surgery']"
copd (chronic obstructive pulmonary disease),"['cough away', 'coughing lots mucus', 'shortness breath especially physically active', 'wheezing', 'tightness chest', 'frequent colds flu', 'blue fingernails', 'low energy', 'losing weight without trying later stages', 'swollen ankles feet legs', 'lung function tests', 'chest rays help rule emphysema lung problems', 'scan uses several rays create detailed picture lungs tell doctor need surgery lung cancer', 'arterial blood gas test measures well lungs bringing oxygen taking carbon dioxide', 'laboratory tests determine cause symptoms rule conditions like genetic disorder alpha antitrypsin aat deficiency', 'smoke stop', 'avoid smoke fumes dust air pollution much', 'take medications directed', 'get regular checkups', 'breathing exercises', 'walk light exercise several times week', 'eat healthy', 'try controlled coughing lots water using humidifier help clear lungs', 'get emotional support counseling support group', 'quit smoking', 'take', 'get yearly flu pneumonia vaccines', 'avoid air pollution', 'symptoms cough shortness breath increases mucus fatigue', 'medications dosages', 'diet', 'exercise physical activity']"
tennis elbow (lateral epicondylitis),"['trouble moving arm', 'lump bulge elbow arm', 'pain keeps everyday activities', 'elbow red swollen', 'electromyography', 'mri', 'rays']"
endocarditis,"['blood tests', 'echocardiogram electrocardiogram', 'ray']"
fifth disease,"['acetaminophen help lower fever', 'ibuprofen joint muscle pain', 'antihistamines treat itching may come rash']"
eisenmenger syndrome,"['bluish color', 'wide fingertips toes', 'shortness breath', 'fluid buildup parts body', 'abnormal heart rhythm', 'dizziness', 'chest pains', 'swelling joints']"
elephantiasis,"['wash dry swollen areas daily', 'use moisturizers', 'check wounds use medicated cream sore spots', 'exercise', 'arms legs swollen keep elevated lying seated']"
rapp-hodgkin syndrome aec,"['cleft lip', 'cleft palate', 'fewer sweat glands none', 'fused eyelids', 'growth problems', 'hearing loss', 'missing unusually shaped nails', 'skin erosion', 'teeth', 'urethra problem men', 'little', 'dental implants', 'ear tubes', 'eye', 'gentle wound care', 'speech therapy', 'surgery cleft lip cleft palate', 'surgery separate fused eyelids', 'wigs']"
ectopic pregnancy,"['upset stomach vomiting', 'sharp belly cramps', 'pain one side body', 'dizziness weakness', 'pain shoulder neck rectum']"
stevens-johnson syndrome (sjs),"['painful red purple skin looks burned peels', 'blisters skin', 'red painful watery']"
myasthenia gravis,"['weakness eye muscles', 'drooping eyelids', 'double vision', 'blurred vision', 'change facial expression', 'trouble swallowing', 'shortness breath', 'problems speaking', 'problems walking lifting things', 'trouble holding head', 'edrophonium test', 'ice pack test', 'blood test', 'repetitive nerve stimulation', 'single fiber electromyography emg', 'imaging', 'pulmonary functioning tests', 'cholinesterase inhibitors', 'corticosteroids', 'immunosuppressants', 'neonatal receptor blocker', 'plasmapheresis', 'intravenous immunoglobulin', 'monoclonal antibodies', 'video assisted thymectomy', 'robot assisted thymectomy', 'save', 'install safety aids put handrails anywhere might need helpful handle like next toilet near tables remove tripping risks rugs floor clutter', 'let machines work switch electric toothbrush opener device save strength', 'wear', 'plan ahead smart strength chores errands feel best day']"
ehlers-danlos syndrome,"['orthopedist specializes', 'dermatologist treats skin conditions', 'physical therapy exercise build muscle tone help coordination stronger muscles make less likely dislocate joint helpful exercises include walking low impact aerobics', 'braces', 'calcium', 'counter', 'women eds may need special care pregnant possible issues pain']"
eczema,"['signs infection fever redness warmth pus blisters', 'eczema suddenly changes gets worse', 'treatments working', 'feeling sad empty hopeless', 'unable concentrate', 'low energy', 'loss interest hobbies activities usually enjoy', 'thoughts']"
swallowing problems,"['frequent choking food', 'takes seconds swallow', 'pain swallowing', 'repeated pneumonia could mean food going']"
diabetic retinopathy,"['loss central vision used read drive', 'able see colors', 'blurry vision', 'holes black spots', 'floaters']"
diabetic neuropathy,"['check feet legs daily', 'use lotion feet dry', 'take care toenails ask doctor podiatrist', 'wear shoes fit well wear time feet get injured']"
diabetic macular edema,"['images directly front appear blurry wavy', 'see colors seem washed']"
diabetes affect eyes,"['black spots vision', 'flashes light', 'holes vision', 'blurred vision']"
type 2 diabetes children,"['unexplained weight loss', 'hungry thirsty lot even eating', 'dry mouth', 'peeing lot', 'fatigue', 'blurred vision', 'heavy', 'slow healing sores cuts', 'itchy skin', 'numbness tingling hands']"
diabetic ketoacidosis,"['urge pee lot usual', 'high ketones amount', 'strong thirst', 'severe headache', 'dehydration', 'high blood sugar levels 250', 'nausea', 'weakness muscle aches stiffness', 'dry mouth', 'fatigue', 'confusion feeling foggy less alert usual', 'flushed face face redder feels sweaty hot', 'headache', 'breath smells sweet fruity', 'pain', 'breathing problems including breathing fast trouble catching breath shortness breath', 'ketones moderate high dka symptoms', 'one symptom dka even tested ketones yet', 'blood sugar 300 going', 'throwing keep food water throwing hours', 'breath smells sweet fruity', 'blood sugar stays higher target range even usual home treatments', 'feel queasy belly hurts', 'hard']"
type 2 diabetes,"['thirsty', 'peeing lot', 'blurry vision', 'tingling numbness hands feet', 'fatigue', 'wounds heal', 'yeast infections keep coming back', 'feeling hungry', 'weight loss without trying', 'getting infections']"
degenerative disk disease,"['feels worse sit better move walk', 'feels worse bend lift twist', 'gets better change positions lie', 'pain started', 'part spine hurts', 'spread parts body', 'past spine injuries', 'family history similar problems', 'medication', 'physical therapy', 'steroid', 'radiofrequency neurotomy']"
tularemia,"['trouble breathing', 'pain chest', 'dry', 'diarrhea', 'severe', 'elevated fever']"
diamond-blackfan anemia,"['wide', 'small low', 'small bottom jaw', 'short webbed neck', 'small', 'abnormal thumbs', 'cleft palate']"
trisomy 13 (patau syndrome),"['eyes set close together', 'nose nostrils fully developed', 'clenched hands', 'small eyes head lower jaw', 'low set ears', 'extra toes fingers', 'low muscle tone', 'missing skin scalp', 'hernias', 'hole split iris eye', 'palms one crease instead usual three', 'undescended testicle', 'abnormal skeleton']"
scoliosis,"['low back pain', 'back stiffness', 'pain numbness legs pinched nerves', 'fatigue due muscle strain', 'breathing difficulty due upper spine curve']"
diabetes insipidus,"['crankiness', 'slow growth', 'poor feeding', 'weight loss', 'fever', 'vomiting', 'drinking lot water', 'peeing often sometimes every hour', 'new bed wetting waking night pee', 'dehydration', 'low energy']"
dermatitis herpetiformis,"['skin rash bumps extremely itchy blisters common symptom', 'changes way teeth look', 'digestive symptoms celiac disease', 'blood tests look antibodies common people celiac disease', 'skin biopsy look antibody called immunoglobulin iga around skin rash', 'rarely intestinal biopsy look damage small intestine']"
croup,"['makes noisy high pitched sound breathe doctors call stridor', 'starts drooling trouble swallowing', 'constantly cranky irritable uncomfortable', 'hard labored breathing', 'neck chest muscles pull breathe', 'turns bluish dark around lips nose', 'dehydrated wet']"
croup,"['listen breathing', 'look inside throat', 'ask recent illnesses', 'take ray check something stuck throat', 'test']"
creutzfeldt-jakob disease,"['confusion', 'trouble walking', 'jerky muscle movements', 'personality changes', 'trouble memory judgment', 'vision problems']"
autoimmune blistering disorders,"['corticosteroids', 'immunosuppressive medicines', 'biologic drugs', 'intravenous immunoglobulin', 'plasmapheresis', 'antibiotics', 'antiviral drugs', 'antifungal drugs']"
coronavirus antibody testing,"['previously tested positive covid infection want know antibodies', 'never diagnosed covid want know previously exposed virus', 'received covid vaccine want know detectable antibodies']"
coronavirus testing,"['shortness breath', 'close contact within feet someone covid', 'someone covid coughed sneezed', 'traveled recently', 'health official tell come contact covid', 'least days since symptoms began', 'symptoms improved', 'fever least hours without using fever reducing medication', 'keep wearing mask around others another days']"
coronavirus asthma,"['fever', 'fatigue', 'dry', 'loss appetite', 'body aches', 'shortness breath', 'headache', 'loss taste smell', 'sore throat', 'congestion runny nose', 'nausea vomiting', 'diarrhea', 'cough', 'fever', 'shortness breath', 'hard time breathing', 'talk tough breathe', 'feel suddenly confused', 'lips face blue']"
test coronavirus home,"['follow proper testing instructions', 'collect sample properly', 'test defective']"
coronavirus kids babies,"['fever', 'runny nose', 'cough', 'vomiting', 'diarrhea', 'trouble breathing', 'keep liquids', 'changes', 'confusion trouble waking']"
symptoms coronavirus,"['fever chills', 'dry cough shortness breath', 'feeling tired', 'muscle body aches', 'headache', 'loss taste smell', 'sore throat', 'congestion', 'runny nose', 'nausea', 'vomiting', 'diarrhea', 'face', 'arms', 'speech', 'time', 'fever', 'cough', 'shortness breath', 'stay home unless need medical care need call doctor hospital first guidance', 'tell doctor illness high risk complications age health conditions might instructions', 'isolate', 'wear face mask around anyone else includes people live mask makes hard breathe keep distance least feet others cover mouth nose cough sneeze happens wash hands soap least seconds cdc states well fitting respirator masks like n95s kn95s give better protection cloth masks', 'rest drink plenty fluids counter medicines might help feel better', 'keep track symptoms get worse get medical help right away', 'limit contact much stay separate rooms room use fan open window improve airflow', 'ask person sick wear well fitted protective face mask around wear one', 'share items electronics bedding dishes', 'use gloves handling person dishes laundry trash done throw away gloves wash hands', 'regularly clean disinfect common surfaces doorknobs light switches faucets countertops', 'take care get enough rest nutrition watch covid symptoms']"
covid variants,"['fever chills', 'cough', 'fatigue', 'trouble breathing shortness breath', 'body aches', 'headache', 'sore throat', 'loss taste smell', 'congestion runny nose', 'diarrhea nausea vomiting']"
coronavirus recovery,"['fever hours without using fever reducing medicine', 'symptoms better though might totally gone', 'least days since symptoms started', 'avoid around people likely get sick covid', 'remember wear high quality mask indoors around others home public', 'places unable wear mask able discontinue masking', 'mild headaches', 'overall feeling unwell', 'fatigue', 'trouble concentrating', 'shortness breath']"
coronavirus covid-19,"['fever', 'coughing', 'shortness breath', 'trouble breathing', 'fatigue', 'chills sometimes shaking', 'body aches', 'headache', 'sore throat', 'congestion runny nose', 'loss smell taste', 'nausea', 'diarrhea', 'trouble breathing', 'ongoing', 'confusion', 'wake fully', 'bluish lips face', 'face', 'arms', 'speech', 'time', 'fever', 'fatigue', 'cough', 'lack appetite', 'body aches', 'shortness breath', 'mucus phlegm', 'copper pennies teakettles cookware hours', 'cardboard shipping boxes hours', 'plastic milk containers detergent bottles subway bus seats elevator buttons days', 'stainless steel refrigerators pots pans sinks water bottles days', 'fever 100 higher', 'cough', 'trouble breathing', 'middle east respiratory syndrome mers', 'severe acute respiratory syndrome']"
colic babies,"['clenched fists stiff arms bright red face cry', 'burping passing lot gas', 'tight belly', 'behavior crying pattern suddenly changes', 'fever 100 higher', 'vomiting', 'bloody poop', 'difficulty breathing']"
clostridium difficile (c. diff),"['watery', 'stomach pain', 'diarrhea times day', 'severe cramping', 'fever', 'nausea', 'loss appetite', 'dehydration', 'rapid']"
cytomegalovirus (cmv),"['fatigue', 'swollen glands', 'fever', 'sore throat', 'muscle aches', 'changes personality', 'headaches', 'trouble concentrating', 'shortness breath', 'dry', 'premature delivery', 'small size low birth weight', 'bruise like rashes', 'yellow skin eyes', 'swollen', 'small head', 'seizures', 'hearing loss', 'pneumonia', 'liver inflammation hepatitis', 'blind spots moving black spots', 'blurry vision', 'blindness', 'diarrhea', 'belly', 'trouble swallowing', 'confusion', 'lower back pain', 'weight loss', 'fatigue', 'weakness legs']"
clean wound,"['increased redness swelling', 'pain gets worse', 'skin around wound feels warm', 'unpleasant odor cleaning wound', 'unusual increased drainage', 'fever chills']"
chordoma,"['abnormal', 'changes voice speech', 'double vision', 'headache', 'loss feeling movement face', 'neck pain', 'trouble swallowing', 'loss control bowels', 'lump lower part back', 'numbness tingling weakness arms legs', 'pain lower back', 'problems controlling']"
pfeiffer syndrome,"['child wear special mask sleeping called continuous positive airway pressure mask', 'midface surgery help remove blockages', 'surgeon remove']"
chronic myelogenous leukemia (cml),"['feel', 'fever', 'get bruises', 'night sweats', 'short breath', 'lose weight', 'feel less hungry', 'get swelling pain left side could sign', 'feel pain bones', 'infections', 'bleeding', 'skin changes including bumps tumors', 'swollen glands', 'bone pain']"
chronic lymphocytic leukemia,"['swollen lymph nodes neck armpits stomach groin lymph nodes pea sized glands areas body', 'shortness breath', 'pain fullness stomach may disease made spleen bigger', 'fatigue', 'night sweats', 'fever infections', 'loss appetite weight']"
muscular dystrophy,"['steroids', 'medicines targeting gene mutations', 'anticonvulsants', 'immunosuppressants', 'antibiotics']"
congestive heart failure heart disease,"['eat lots fresh fruits vegetables', 'limit salt less 500 milligrams grams day choose foods naturally low salt like fish chicken fresh beans peas eggs milk plain rice', 'season foods herbs spices citrus instead salt', 'eat foods high fiber oatmeal almonds avocado', 'cut back cholesterol sugar trans fats']"
ichthyosis,"['trunk', 'stomach', 'buttocks', 'legs', 'face scalp', 'taking baths steps add moisture skin', 'staying cool heat sweat make worse', 'use humidifier keep heat air conditioning drying skin', 'wear loose clothes cotton another fabric bother skin', 'avoid laundry detergents products dyes perfumes']"
cystic fibrosis,"['trouble bowel movements frequent greasy stools', 'wheezing trouble breathing', 'frequent lung infections', 'infertility especially men', 'trouble growing gaining weight', 'skin tastes salty', 'antibiotics', 'anti inflammatory medicines', 'bronchodilators', 'mucus thinners', 'cftr modulators', 'combination therapy', 'chest therapy percussion', 'oscillating devices', 'autogenic drainage', 'active cycle breathing']"
charcot-marie-tooth disease,"['walking heels', 'muscle reflex exams', 'nerve conduction velocity test', 'electromyography']"
cervical ectropion,"['vaginal discharge', 'bleeding', 'pain']"
carcinoid syndrome,"['alcohol', 'nuts', 'cheese', 'chili', 'hot liquids']"
leptospirosis,"['headache', 'muscle ache', 'jaundice', 'vomiting', 'diarrhea', 'skin rash', 'fever', 'belly pain vomiting diarrhea', 'weakness', 'pain', 'stiffness']"
hereditary angioedema (hae),"['changes noticed', 'swelling often', 'face neck tongue throat', 'noticed changes happen swelling begins', 'stomach problems stomach surgery', 'anyone family problem swelling', 'anyone family treated allergies']"
campylobacter infection,"['diarrhea sometimes bloody', 'nausea', 'vomiting', 'belly', 'bloating', 'fever']"
buerger's disease (thromboangiitis obliterans),"['allen test', 'angiogram', 'blood tests']"
brittle bone disease,"['broken bones fractures', 'bleeding easy bruising frequent', 'blue color white part', 'bowing legs', 'breathing problems', 'brittle discolored', 'curved', 'feeling', 'skin', 'hearing loss', 'stand warm temperatures', 'loose joints', 'short height', 'weak muscles tissues', 'signs condition', 'little bone deformity', 'number broken bones many', 'height usually affected', 'may premature', 'broken bones decrease', 'average life expectancy', 'splints casts broken bones', 'braces weak legs', 'physical therapy', 'medicine make bones stronger', 'surgery implant rods arms legs', 'special dental work crowns brittle', 'try', 'talk doctor physical therapist safe', 'eat', 'avoid', 'cut back', 'discuss use', 'smoke avoid']"
precocious (early) puberty,"['tumors adrenal glands ovaries testes', 'genetic conditions', 'exposure products containing estrogen testosterone']"
coronary artery disease,"['tightness', 'discomfort', 'pressure', 'heaviness', 'squeezing', 'burning', 'aching', 'numbness', 'fullness', 'chest pain', 'discomfort part upper body', 'shortness breath', 'nausea vomiting lightheadedness dizziness cold sweat', 'electrocardiogram', 'stress test usually involves walking treadmill pedaling stationary bike doctor office heart rate blood pressure monitored', 'chest ray', 'blood tests check levels blood sugar cholesterol triglycerides type fat blood', 'cardiac catheterization']"
labor delivery complications,"['contractions', 'cramps', 'low backache', 'feeling pelvic pressure', 'abdominal cramps gas', 'vaginal spotting bleeding', 'change quality quantity']"
chagas disease,"['fever', 'sore parasite entered body', 'vomiting', 'swollen eyelids parasite entered eyes known roman sign', 'heart failure', 'altered heart rhythm', 'blood clots', 'sudden cardiac arrest']"
brain tumors adults,"['headaches', 'seizures', 'changes speech hearing', 'changes', 'balance problems', 'problems walking', 'numbness tingling arms legs', 'problems memory', 'personality changes', 'inability concentrate', 'weakness one part body', 'morning', 'exposure', 'family history', 'age', 'history', 'imaging studies like', 'angiogram mra use dye rays']"
brain aneurysms,"['intense', 'loss consciousness', 'nausea vomiting', 'drowsiness', 'loss balance things like walking normal coordination', 'stiff neck', 'dilated pupils', 'sensitivity light', 'sudden blurred', 'drooping eyelid', 'confusion trouble mental awareness', 'cardiac arrest heart suddenly stops beating', 'seizure', 'dilated pupils', 'blurred double vision', 'drooping eyelid', 'hard time speaking', 'weakness numbness one sides face', 'paralysis one side face']"
