sickness_name,symptoms
Frozen shoulder," ani movement of the shoulder caus pain  and the shoulder s abil to move becom limit  thi stage last from 2 to 9 month 
 pain might lessen dure thi stage  howev  the shoulder becom stiffer  use it becom more difficult  thi stage last from 4 to 12 month 
 the shoulder s abil to move begin to improv  thi stage last from 5 to 24 month 
rotat cuff injury
broken arm
stroke
recoveri from surgery
diabet 
overact thyroid  hyperthyroid 
underact thyroid  hypothyroid 
cardiovascular disease
parkinson s disease
"
Radiation sickness,"nausea and vomiting
diarrhea
headache
fever
dizzi and disorientation
weak and fatigue
hair loss
bloodi vomit and stool from intern bleeding
infections
low blood pressure
an accid at a nuclear industri facility
an attack on a nuclear industri facility
deton of a small radioact device
deton of a convent explos devic that dispers radioact materi  dirti bomb 
deton of a standard nuclear weapon
experienc a radioact accid or attack
mourn friend or famili who haven t survived
d with the uncertainti of a mysteri and potenti fatal illness
worri about the eventu risk of cancer due to radiat exposure
clos and lock all door and window 
turn off fan  air condition and heat unit that bring air in from outsid 
close fireplac damper 
bring pet indoor 
move to an inner room or basement 
stay tune to your emerg respons network or local news 
stay put for at least 24 hour 
flashlight
port radio
batteries
first aid kit
necessari medicines
s food  such as can food  and bottl water
manu can opener
cash and credit cards
extra clothes
"
ARDS,"sever short of breath
labor and unusu rapid breathing
low blood pressure
confus and extrem tiredness
 the most common caus of 
 is sepsi  a seriou and widespread infect of the bloodstream 
 breath high concentr of smoke or chemic fume can result in 
  as can inhal  aspir  vomit or near drown episod 
 sever case of pneumonia usual affect all five lobe of the lung 
 accid  such as fall or car crash  can directli damag the lung or the portion of the brain that control breath 
 peopl who have sever covid 19 may develop 
 
 pancreat  inflamm of the pancrea   massiv blood transfus and burn 
 lie still in the hospit while you re on a ventil can increas your risk of develop blood clot  particularli in the deep vein in your leg  if a clot form in your leg  a portion of it can break off and travel to one or both of your lung  pulmonari embol    where it block blood flow 
 in most 
 case  a breath machin call a ventil is use to increas oxygen in the bodi and forc fluid out of the lung  howev  the pressur and air volum of the ventil can forc ga to go through a small hole in the veri outsid of a lung and caus that lung to collaps 
 becaus the ventil is attach directli to a tube insert in your windpip  thi make it much easier for germ to infect and further injur your lung 
 scar and thicken of the tissu between the air sac can occur within a few week of the onset of 
  thi stiffen your lung  make it even more difficult for oxygen to flow from the air sac into your bloodstream 
 mani peopl with 
 recov most of their lung function within sever month to two year  but other may have breath problem for the rest of their live  even peopl who do well usual have short of breath and fatigu and may need supplement oxygen at home for a few month 
 most 
 survivor also report go through a period of depress  which is treatabl 
 sed and low level of oxygen in the blood can lead to memori loss and cognit problem after 
  in some case  the effect may lessen over time  but in other  the damag may be perman 
 be in the hospit and on a ventil can caus your muscl to weaken  you also may feel veri tire follow treatment 
"
Acute sinusitis,"thick  yellow or greenish mucu from the nose  known as a runni nose  or down the back of the throat  known as postnas drip 
block or stuffi nose  known as congest  thi make it hard to breath through the nose 
pain  tender  swell and pressur around the eye  cheek  nose or forehead that get wors when bend over 
ear pressur 
headach 
ach in the teeth 
chang sens of smell 
cough 
bad breath 
tired 
fever 
symptom that last more than a week 
symptom that get wors after seem to get better 
a fever that last 
a histori of repeat or chronic sinus 
pain  swell or red around the eye 
high fever 
confus 
doubl vision or other vision chang 
stiff neck 
 that affect the sinus 
 that affect the sinus 
 such as a deviat nasal septum  nasal polyp or tumor 
 such as cystic fibrosi or an immun system disord such as hiv aid 
 either from smoke or be around other who smoke  known as secondhand smoke 
 acut sinus can be a flare up of a long term problem known as chronic sinus  chronic sinus last longer than 12 week 
 thi infect affect the membran and fluid around the brain and spinal cord 
 it s not common  but an infect can spread to the bone  known as osteomyel  or to skin  known as cellul 
 if the infect spread to the eye socket  it can reduc vision or caus blind 
 tri to stay away from peopl who have cold or other infect  wash your hand often with soap and water  such as befor meal 
 work with your health care provid to keep symptom under control 
 tobacco smoke and other pollut can irrit lung and insid the nose  known as nasal passag 
 if the air in your home is dri  ad moistur to the air may help prevent sinus  be sure the humidifi stay clean and free of mold with regular  complet clean 
"
Acute lymphocytic leukemia,"bleed from the gums
bon pain
fever
frequ infections
frequ or sever nosebleeds
lump caus by swollen lymph node in and around the neck  armpit  abdomen or groin
pal skin
short of breath
weak  fatigu or a gener decreas in energy
 children and adult who ve had certain type of chemotherapi and radiat therapi for other kind of cancer may have an increas risk of develop acut lymphocyt leukemia 
 peopl expos to veri high level of radiat  such as survivor of a nuclear reactor accid  have an increas risk of develop acut lymphocyt leukemia 
 certain genet disord  such as down syndrom  are associ with an increas risk of acut lymphocyt leukemia 
"
Alcohol use disorder,"be unabl to limit the amount of alcohol you drink
want to cut down on how much you drink or make unsuccess attempt to do so
spend a lot of time drink  get alcohol or recov from alcohol use
feel a strong crave or urg to drink alcohol
fail to fulfil major oblig at work  school or home due to repeat alcohol use
continu to drink alcohol even though you know it s caus physic  social  work or relationship problems
giv up or reduc social and work activ and hobbi to use alcohol
us alcohol in situat where it s not safe  such as when drive or swimming
develop a toler to alcohol so you need more to feel it effect or you have a reduc effect from the same amount
experienc withdraw symptom   such as nausea  sweat and shake   when you don t drink  or drink to avoid these symptoms
 result as the amount of alcohol in your bloodstream increas  the higher the blood alcohol concentr is  the more like you are to have bad effect  alcohol intox caus behavior problem and mental chang  these may includ inappropri behavior  unstabl mood  poor judgment  slur speech  problem with attent or memori  and poor coordin  you can also have period call  blackout   where you don t rememb event  veri high blood alcohol level can lead to coma  perman brain damag or even death 
 can occur when alcohol use ha been heavi and prolong and is then stop or greatli reduc  it can occur within sever hour to 4 to 5 day later  sign and symptom includ sweat  rapid heartbeat  hand tremor  problem sleep  nausea and vomit  hallucin  restless and agit  anxieti  and occasion seizur  symptom can be sever enough to impair your abil to function at work or in social situat 
12 ounc  355 millilit  of regular beer  about 5  alcohol 
8 to 9 ounc  237 to 266 millilit  of malt liquor  about 7  alcohol 
5 ounc  148 millilit  of wine  about 12  alcohol 
1 5 ounc  44 millilit  of hard liquor or distil spirit  about 40  alcohol 
 drink too much on a regular basi for an extend period or bing drink on a regular basi can lead to alcohol relat problem or alcohol use disord 
 peopl who begin drink   especi bing drink   at an earli age are at a higher risk of alcohol use disord 
 the risk of alcohol use disord is higher for peopl who have a parent or other close rel who ha problem with alcohol  thi may be influenc by genet factor 
 it s common for peopl with a mental health disord such as anxieti  depress  schizophrenia or bipolar disord to have problem with alcohol or other substanc 
 peopl with a histori of emot trauma or other trauma are at increas risk of alcohol use disord 
 some research studi indic that have bariatr surgeri may increas the risk of develop alcohol use disord or of relaps after recov from alcohol use disord 
 have friend or a close partner who drink regularli could increas your risk of alcohol use disord  the glamor way that drink is sometim portray in the media also may send the messag that it s ok to drink too much  for young peopl  the influenc of parent  peer and other role model can impact risk 
motor vehicl accid and other type of accident injuri  such as drowning
relationship problems
poor perform at work or school
increas likelihood of commit violent crime or be the victim of a crime
leg problem or problem with employ or finances
problem with other substanc use
engag in riski  unprotect sex  or experienc sexual abus or date rape
increas risk of attempt or complet suicide
 heavi drink can caus increas fat in the liver  hepat steatosi  and inflamm of the liver  alcohol hepat   over time  heavi drink can caus irrevers destruct and scar of liver tissu  cirrhosi  
 heavi drink can result in inflamm of the stomach line  gastriti   as well as stomach and esophag ulcer  it can also interfer with your bodi s abil to get enough b vitamin and other nutrient  heavi drink can damag your pancrea or lead to inflamm of the pancrea  pancreat  
 excess drink can lead to high blood pressur and increas your risk of an enlarg heart  heart failur or stroke  even a singl bing can caus seriou irregular heartbeat  arrhythmia  call atrial fibril 
 alcohol interfer with the releas of glucos from your liver and can increas the risk of low blood sugar  hypoglycemia   thi is danger if you have diabet and are alreadi take insulin or some other diabet medic to lower your blood sugar level 
 heavi drink can caus men to have difficulti maintain an erect  erectil dysfunct   in women  heavi drink can interrupt menstrual period 
 over time  heavi drink can caus involuntari rapid eye movement  nystagmu  as well as weak and paralysi of your eye muscl due to a defici of vitamin b 1  thiamin   a thiamin defici can result in other brain chang  such as irrevers dementia  if not promptli treat 
 alcohol use dure pregnanc may caus miscarriag  it may also caus fetal alcohol spectrum disord  fasd   
 can caus a child to be born with physic and development problem that last a lifetim 
 alcohol may interfer with make new bone  bone loss can lead to thin bone  osteoporosi  and an increas risk of fractur  alcohol can also damag bone marrow  which make blood cell  thi can caus a low platelet count  which may result in bruis and bleed 
 excess drink can affect your nervou system  caus numb and pain in your hand and feet  disord think  dementia  and short term memori loss 
 excess alcohol use can make it harder for your bodi to resist diseas  increas your risk of variou ill  especi pneumonia 
 long term  excess alcohol use ha been link to a higher risk of mani cancer  includ mouth  throat  liver  esophagu  colon and breast cancer  even moder drink can increas the risk of breast cancer 
 some medic interact with alcohol  increas it toxic effect  drink while take these medic can either increas or decreas their effect  or make them danger 
loss of interest in activ and hobbi and in person appearance
r eye  slur speech  problem with coordin and memori lapses
difficulti or chang in relationship with friend  such as join a new crowd
declin grade and problem in school
frequ mood chang and defens behavior
set a good exampl with your own alcohol use 
talk openli with your child  spend qualiti time togeth and becom activ involv in your child s life 
let your child know what behavior you expect   and what the consequ will be for not follow the rule 
"
Acute liver failure,"yellow of your skin and eyebal  jaundic 
pain in your upper right abdomen
a swollen belli  ascit 
nausea
vomiting
a gener sens of feel unwel  malais 
disorient or confusion
sleepiness
breath may have a musti or sweet odor
tremors

    
 some prescript medic  includ antibiot  nonsteroid anti inflammatori drug and anticonvuls  can caus acut liver failur 
 herbal drug and supplement  includ kava  ephedra  skullcap and pennyroy  have been link to acut liver failur 
 hepat a  hepat b and hepat e can caus acut liver failur  other virus that can caus acut liver failur includ epstein barr viru  cytomegaloviru and herp simplex viru 
 toxin that can caus acut liver failur includ the poison wild mushroom amanita phalloid  which is sometim mistaken for one that is safe to eat  carbon tetrachlorid is anoth toxin that can caus acut liver failur  it is an industri chemic found in refriger and solvent for wax  varnish and other materi 
 liver failur can be caus by autoimmun hepat   a diseas in which your immun system attack liver cell  caus inflamm and injuri 
 vascular diseas  such as budd chiari syndrom  can caus blockag in the vein of the liver and lead to acut liver failur 
 rare metabol diseas  such as wilson s diseas and acut fatti liver of pregnanc  infrequ caus acut liver failur 
 cancer that either begin in or spread to your liver can caus your liver to fail 
 overwhelm infect  sepsi  and shock can sever reduc blood flow to the liver  caus liver failur 
 extrem physic activ in a hot environ can trigger acut liver failur 
 too much fluid caus pressur to build up in your brain  which can lead to disorient  sever mental confus and seizur 
 a fail liver cannot make enough clot factor  which help blood to clot  bleed in the gastrointestin tract is common with thi condit  it may be difficult to control 
 peopl with acut liver failur are more like to develop infect  particularli in the blood and in the respiratori and urinari tract 
 kidney failur often occur after liver failur  especi if you had an acetaminophen overdos  which damag both your liver and your kidney 
 if you take acetaminophen or other medic  check the packag insert for the recommend dosag  and don t take more than that  if you alreadi have liver diseas  ask your health care provid if it is safe to take ani amount of acetaminophen 
 even over the counter and herbal medicin can interfer with prescript drug you re take 
 if you choos to drink alcohol  do so in moder  for healthi adult  that mean up to one drink a day for women and up to two drink a day for men 
 get help if you use illicit intraven drug  don t share needl  use condom dure sex  if you get tattoo or bodi pierc  make sure the shop you choos is clean and safe  don t smoke 
 if you have chronic liver diseas  a histori of ani type of hepat infect or an increas risk of hepat  talk to your provid about get the hepat b vaccin  a vaccin also is avail for hepat a 
 accident needl stick or improp cleanup of blood or bodi fluid can spread hepat virus  share razor blade or toothbrush also can spread infect 
 it can be difficult to tell the differ between a poison mushroom and one that is safe to eat 
 when you use an aerosol cleaner  make sure the room is ventil  or wear a mask  take similar protect measur when spray insecticid  fungicid  paint and other toxic chemic  follow product instruct care 
 when use insecticid and other toxic chemic  cover your skin with glove  long sleev  a hat and a mask 
 obes can caus a condit call nonalcohol fatti liver diseas  which may includ fatti liver  hepat and cirrhosi 
"
Guillain-Barre syndrome,"a pin and needl sensat in your finger  toe  ankl or wrists
weak in your leg that spread to your upper body
unsteadi walk or inabl to walk or climb stairs
difficulti with facial movement  includ speak  chew or swallowing
doubl vision or inabl to move the eyes
sever pain that may feel achi  shoot or cramplik and may be wors at night
difficulti with bladder control or bowel function
rapid heart rate
low or high blood pressure
difficulti breathing
 the most common form in north america and europ  the most common sign of 
 is muscl weak that start in the lower part of your bodi and spread upward 
 in which paralysi start in the eye  
 is also associ with unsteadi gait  
 is less common in the u s  but more common in asia 
 are less common in the u s  but 
 and 
 are more frequent in china  japan and mexico 
tingl that start in your feet or toe and is now move up your body
tingl or weak that s spread rapidly
difficulti catch your breath or short of breath when lie flat
chok on saliva
most commonli  infect with campylobact  a type of bacteria often found in undercook poultry
influenza virus
cytomegalovirus
epstein barr virus
zika virus
hepat a  b  c and e
  the viru that caus 
mycoplasma pneumonia
surgery
trauma
hodgkin s lymphoma
rar  influenza vaccin or childhood vaccinations
 virus
 johnson   johnson and astrazeneca vaccine
 the weak or paralysi can spread to the muscl that control your breath  a potenti fatal complic  up to 22  of peopl with guillain barr syndrom need temporari help from a machin to breath within the first week when they re hospit for treatment 
 most peopl with guillain barr syndrom recov complet or have onli minor  residu weak  numb or tingl 
 blood pressur fluctuat and irregular heart rhythm  cardiac arrhythmia  are common side effect of guillain barr syndrom 
 one third of peopl with guillain barr syndrom experi sever nerv pain  which may be eas with medic 
 sluggish bowel function and urin retent may result from guillain barr syndrom 
 peopl who are immobil due to guillain barr syndrom are at risk of develop blood clot  until you re abl to walk independ  take blood thinner and wear support stock may be recommend 
 be immobil also put you at risk of develop bedsor  pressur sore   frequent reposit may help avoid thi problem 
 a small percentag of peopl with guillain barr syndrom have a relaps  experienc muscl weak even year after the symptom end 
"
Acromegaly,"enlarg hand and feet
enlarg facial featur  includ the facial bone  lip  nose and tongue
coars  oili  thicken skin
excess sweat and bodi odor
smal outgrowth of skin tissu  skin tag 
fatigu and joint or muscl weakness
pain and limit joint mobility
a deepen  huski voic due to enlarg vocal cord and sinuses
sever snore due to obstruct of the upper airway
vis problems
headach  which may be persist or severe
menstru cycl irregular in women
erectil dysfunct in men
loss of interest in sex
 most acromegali case are caus by a noncancer  benign  tumor  adenoma  of the pituitari gland  the tumor produc excess amount of growth hormon  caus mani of the sign and symptom of acromegali  some of the symptom of acromegali  such as headach and impair vision  are due to the tumor press on nearbi brain tissu 
 in a few peopl with acromegali  tumor in other part of the bodi  such as the lung or pancrea  caus the disord  sometim  these tumor secret 
  in other case  the tumor produc a hormon call growth hormon releas hormon  gh rh   which signal the pituitari gland to make more 
 
high blood pressur  hypertens 
high cholesterol
heart problem  particularli enlarg of the heart  cardiomyopathi 
osteoarthritis
typ 2 diabetes
enlarg of the thyroid gland  goiter 
precancer growth  polyp  on the line of your colon
sleep apnea  a condit in which breath repeatedli stop and start dure sleep
carp tunnel syndrome
increas risk of cancer tumors
spin cord compress or fractures
vis chang or vision loss
"
Acute coronary syndrome,"chest pain or discomfort  thi is often describ as ach  pressur  tight or burn  chest pain also is call angina 
pain that start in the chest and spread to other part of the bodi  these area includ the shoulder  arm  upper belli area  back  neck or jaw 
nausea or vomit 
indigest 
short of breath  also call dyspnea 
sudden  heavi sweat 
race heartbeat 
feel lighthead or dizzi 
faint 
unusu fatigu 
get older 
high blood pressur 
high blood cholesterol 
smoke tobacco 
lack of physic activ 
eat an unhealthi diet 
obes or overweight 
diabet 
person or famili histori of chest pain  heart attack or stroke 
histori of high blood pressur  preeclampsia or diabet dure pregnanc  and earli menopaus 
 infect 
"
Acute myelogenous leukemia,"fever
bon pain
lethargi and fatigue
short of breath
pal skin
frequ infections
easi bruising
unusu bleed  such as frequent noseble and bleed from the gums
 the risk of acut myelogen leukemia increas with age  acut myelogen leukemia is most common in adult age 65 and older 
 men are more like to develop acut myelogen leukemia than are women 
 peopl who ve had certain type of chemotherapi and radiat therapi may have a greater risk of develop 
 
 peopl expos to veri high level of radiat  such as survivor of a nuclear reactor accid  have an increas risk of develop 
 
 exposur to certain chemic  such as benzen  is link to a greater risk of 
 
 
 is link to cigarett smoke  which contain benzen and other known cancer caus chemic 
 peopl who ve had anoth blood disord  such as myelodysplasia  myelofibrosi  polycythemia vera or thrombocythemia  are at greater risk of develop 
 
 certain genet disord  such as down syndrom  are associ with an increas risk of 
 
"
Acute kidney failure,"decreas urin output  although occasion urin output remain normal
fluid retent  caus swell in your leg  ankl or feet
short of breath
fatigue
confusion
nausea
weakness
irregular heartbeat
chest pain or pressure
seizur or coma in sever cases
y have a condit that slow blood flow to your kidneys
y experi direct damag to your kidneys
your kidney  urin drainag tube  uret  becom block and wast can t leav your bodi through your urine
blood or fluid loss
blood pressur medications
heart attack
heart disease
infection
liv failure
us of aspirin  ibuprofen  advil  motrin ib  other   naproxen sodium  alev  other  or relat drugs
sever allerg reaction  anaphylaxi 
sever burns
sever dehydration
blood clot in the vein and arteri in and around the kidneys
cholesterol deposit that block blood flow in the kidneys
glomerulonephr  gloe mer u loe nuh fri ti   inflamm of the tini filter in the kidney  glomeruli 
hemolyt urem syndrom  a condit that result from prematur destruct of red blood cells
infect  such as with the viru that caus coronaviru diseas 2019  covid 19 
lupu  an immun system disord caus glomerulonephritis
med  such as certain chemotherapi drug  antibiot and dye use dure imag tests
scleroderma  a group of rare diseas affect the skin and connect tissues
thrombot thrombocytopen purpura  a rare blood disorder
toxin  such as alcohol  heavi metal and cocaine
muscl tissu breakdown  rhabdomyolysi  that lead to kidney damag caus by toxin from muscl tissu destruction
breakdown of tumor cell  tumor lysi syndrom   which lead to the releas of toxin that can caus kidney injury
bladd cancer
blood clot in the urinari tract
cerv cancer
colon cancer
enlarg prostate
kidney stones
nerv damag involv the nerv that control the bladder
prost cancer
b hospit  especi for a seriou condit that requir intens care
advanc age
blockag in the blood vessel in your arm or leg  peripher arteri diseas 
diabetes
high blood pressure
heart failure
kidney diseases
liv diseases
certain cancer and their treatments
 acut kidney failur may lead to a buildup of fluid in your lung  which can caus short of breath 
 if the line that cover your heart  pericardium  becom inflam  you may experi chest pain 
 when your bodi s fluid and electrolyt   your bodi s blood chemistri   are out of balanc  muscl weak can result 
 occasion  acut kidney failur caus perman loss of kidney function  or end stage renal diseas  peopl with end stage renal diseas requir either perman dialysi   a mechan filtrat process use to remov toxin and wast from the bodi   or a kidney transplant to surviv 
 acut kidney failur can lead to loss of kidney function and  ultim  death 
 follow the instruct for 
 pain medic  such as aspirin  acetaminophen  tylenol  other   ibuprofen  advil  motrin ib  other  and naproxen sodium  alev  other   take too much of these medic may increas your risk of kidney injuri  thi is especi true if you have pre exist kidney diseas  diabet or high blood pressur 
 if you have kidney diseas or anoth condit that increas your risk of acut kidney failur  such as diabet or high blood pressur  stay on track with treatment goal and follow your doctor s recommend to manag your condit 
 be activ  eat a sensibl  balanc diet  and drink alcohol onli in moder   if at all 
"
HIV/AIDS,"fever
headache
muscl ach and joint pain
rash
sor throat and pain mouth sores
swollen lymph gland  mainli on the neck
diarrhea
weight loss
cough
night sweats
fever
fatigue
swollen lymph node   often one of the first sign of 
 infection
diarrhea
weight loss
or yeast infect  thrush 
shingl  herp zoster 
pneumonia
sweats
chills
recur fever
chron diarrhea
swollen lymph glands
persist white spot or unusu lesion on your tongu or in your mouth
persist  unexplain fatigue
weakness
weight loss
skin rash or bumps
 you may becom infect if you have vagin  anal or oral sex with an infect partner whose blood  semen or vagin secret enter your bodi  the viru can enter your bodi through mouth sore or small tear that sometim develop in the rectum or vagina dure sexual activ 
 share contamin inject drug paraphernalia  needl and syring  put you at high risk of 
 and other infecti diseas  such as hepat 
 in some case  the viru may be transmit through blood transfus  hospit and blood bank screen the blood suppli for 
  so thi risk is veri small in the u s  and other upper middl incom countri  the risk may be higher in low incom countri that are not abl to screen all donat blood 
 infect mother can pass the viru on to their babi  mother who are 
 posit and get treatment for the infect dure pregnanc can significantli lower the risk to their babi 
 use a new latex or polyurethan condom everi time you have sex  anal sex is riskier than is vagin sex  your risk of 
 increas if you have multipl sexual partner 
 mani 
 produc open sore on your genit  these sore act as doorway for 
 to enter your bodi 
 peopl who use illicit inject drug often share needl and syring  thi expos them to droplet of other peopl s blood 
 thi fungal infect can caus sever ill  although it s declin significantli with current treatment for 
 
  in the u s   
 is still the most common caus of pneumonia in peopl infect with 
 
 candidiasi is a common 
 relat infect  it caus inflamm and a thick  white coat on your mouth  tongu  esophagu or vagina 
 
 is a common opportunist infect associ with 
  worldwid  
 is a lead caus of death among peopl with 
  it s less common in the u s  thank to the wide use of 
 medic 
 thi common herp viru is transmit in bodi fluid such as saliva  blood  urin  semen and breast milk  a healthi immun system inactiv the viru  and it remain dormant in your bodi  if your immun system weaken  the viru resurfac   caus damag to your eye  digest tract  lung or other organ 
 mening is an inflamm of the membran and fluid surround your brain and spinal cord  mening   cryptococc mening is a common central nervou system infect associ with 
  caus by a fungu found in soil 
 thi potenti deadli infect is caus by toxoplasma gondii  a parasit spread primarili by cat  infect cat pass the parasit in their stool  which may then spread to other anim and human  toxoplasmosi can caus heart diseas  and seizur occur when it spread to the brain 
 thi cancer start in the white blood cell  the most common earli sign is painless swell of the lymph node in your neck  armpit or groin 
 a tumor of the blood vessel wall  kaposi s sarcoma usual appear as pink  red or purpl lesion on the skin and mouth  in peopl with darker skin  the lesion may look dark brown or black  kaposi s sarcoma can also affect the intern organ  includ the digest tract and lung 
 these are cancer caus by human papillomaviru  hpv  infect  they includ anal  oral and cervic cancer 
 untreat 
 
 can caus signific weight loss  often accompani by diarrhea  chronic weak and fever 
 
 can caus neurolog symptom such as confus  forget  depress  anxieti and difficulti walk  
 associ neurocognit disord  hand  can rang from mild symptom of behavior chang and reduc mental function to sever dementia caus weak and inabl to function 
 
 associ nephropathi  hivan  is an inflamm of the tini filter in your kidney that remov excess fluid and wast from your blood and pass them to your urin  it most often affect black or hispan peopl 
 liver diseas is also a major complic  especi in peopl who also have hepat b or hepat c 

    

    

    

    

    
 if you re live with 
  take 
 medic can keep your partner from becom infect with the viru  if you make sure your viral load stay undetect   a blood test doesn t show ani viru   you won t transmit the viru to anyon els through sex  use 
 mean take your medic exactli as prescrib and get regular checkup 
 if you think you ve been expos through sex  needl or in the workplac  contact your health care provid or go to the emerg depart  take 
 as soon as possibl within the first 72 hour can greatli reduc your risk of becom infect with 
  you will need to take medic for 28 day 
 use a new condom everi time you have anal or vagin sex  women can use a femal condom  if use a lubric  make sure it s water base  oil base lubric can weaken condom and caus them to break  dure oral sex use a nonlubr  cut open condom or a dental dam   a piec of medic grade latex 
 it s import to tell all your current and past sexual partner that you re 
 posit  they ll need to be test 
 if you use a needl to inject illicit drug  make sure it s steril and don t share it  take advantag of needl exchang program in your commun  consid seek help for your drug use 
 if you re 
 posit  you may pass the infect to your babi  but if you receiv treatment dure pregnanc  you can significantli cut your babi s risk 
 there s evid that male circumcis can help reduc the risk of get 
 infect 
"
Acne,"whitehead  close plug pore 
blackhead  open plug pore 
small red  tender bump  papul 
pimpl  pustul   which are papul with pu at their tip 
larg  solid  pain lump under the skin  nodul 
pain  pu fill lump under the skin  cystic lesion 
faintness
difficulti breathing
swel of the eye  face  lip or tongue
tight of the throat
excess oil  sebum  production
hair follicl clog by oil and dead skin cells
bacteria
inflammation
 androgen are hormon that increas in boy and girl dure puberti and caus the sebac gland to enlarg and make more sebum  hormon chang dure midlif  particularli in women  can lead to breakout too 
 exampl includ drug contain corticosteroid  testosteron or lithium 
 studi indic that consum certain food   includ carbohydr rich food  such as bread  bagel and chip   may worsen acn  further studi is need to examin whether peopl with acn would benefit from follow specif dietari restrict 
 stress doesn t caus acn  but if you have acn alreadi  stress may make it wors 
 eat chocol or greasi food ha littl to no effect on acn 
 acn isn t caus by dirti skin  in fact  scrub the skin too hard or cleans with harsh soap or chemic irrit the skin and can make acn wors 
 cosmet don t necessarili worsen acn  especi if you use oil free makeup that doesn t clog pore  noncomedogen  and remov makeup regularli  nonoili cosmet don t interfer with the effect of acn drug 
 pit skin  acn scar  and thick scar  keloid  can remain long term after acn ha heal 
 after acn ha clear  the affect skin may be darker  hyperpig  or lighter  hypopig  than befor the condit occur 
 peopl of all age can get acn  but it s most common in teenag 
 such chang are common dure puberti or pregnanc 
 genet play a role in acn  if both of your parent had acn  you re like to develop it too 
 you may develop acn where your skin come into contact with oil or oili lotion and cream 
 thi can be caus by item such as telephon  cellphon  helmet  tight collar and backpack 
"
Acoustic neuroma,"hear loss  usual gradual over month to year  in rare case  hear loss can be sudden  hear loss usual occur on one side or is wors on one side 
ring in the affect ear  known as tinnitu 
loss of balanc or not feel steadi 
dizzi 
facial numb and  veri rare  weak or loss of muscl movement 
hear loss 
facial numb and weak 
balanc problem 
ring in the ear 
"
Hidradenitis suppurativa," blackhead appear in small  pit area of skin  often appear in pair 
 the condit usual start with a singl  pain lump under the skin that persist for week or month  more bump may form later  usual in area where you have more sweat and oil gland or where the skin rub togeth  such as the armpit  groin  buttock and breast 
 some bump or sore get bigger  break open and drain pu with an odor 
 over time  tunnel might form under the skin  connect the lump  these wound heal slowli  if at all  and drain blood and pu 
i pain 
make it difficult to move 
doesn t improv in a few week 
return within week of treatment 
appear in sever locat 
flare often 
 the risk of hidraden suppurativa is higher for peopl in their teen and 20 
 femal are more like to develop hidraden suppurativa than male 
 ethnic or race might affect risk level  the condit occur most in black peopl  possibl due to genet factor 
 a tendenc to develop hidraden suppurativa can be inherit 
 hidraden suppurativa is more common and sever in peopl who are overweight  it also ha an associ with sever acn  arthriti  diabet  metabol syndrom and inflammatori bowel diseas 
 smoke tobacco ha been link to hidraden suppurativa 
 secondari infect is possibl in the affect area  but the presenc of pu is common in hidraden suppurativa and doesn t necessarili mean infect 
 the wound may heal but leav ropelik scar or pit skin 
 sore and scar tissu can caus limit or pain movement  especi when the diseas affect the armpit or thigh 
 squamou cell carcinoma ha been report with long term hidraden suppurativa  particularli in peopl whose condit involv the perian area  thi area consist of the tissu around the anu 
 the most common site for hidraden suppurativa also contain mani lymph node  scar tissu can interfer with the lymph drainag system  which can caus the arm  leg or genit to swell 
 the locat  drainag and odor of the sore can caus embarrass and reluct to go out in public  lead to anxieti or depress 
 thi pain is much wors than diseas such as psoriasi 
"
ACL injury,"a loud pop or a  pop  sensat in the knee
sever pain and inabl to continu activity
rapid swelling
loss of rang of motion
a feel of instabl or  give way  with weight bearing
suddenli slow down and chang direct  cut 
pivot with your foot firmli planted
land awkwardli from a jump
stop suddenly
receiv a direct blow to the knee or have a collis  such as a footbal tackle
b femal   possibl due to differ in anatomi  muscl strength and hormon influences
particip in certain sport  such as soccer  footbal  basketbal  gymnast and downhil skiing
poor conditioning
us faulti movement pattern  such as move the knee inward dure a squat
wear footwear that doesn t fit properly
us poorli maintain sport equip  such as ski bind that aren t adjust properly
play on artifici turf
exercis to strengthen the core   includ the hip  pelvi and lower abdomen   with a goal of train athlet to avoid move the knee inward dure a squat
exercis that strengthen leg muscl  particularli hamstr exercis  to ensur an overal balanc in leg muscl strength
train and exercis emphas proper techniqu and knee posit when jump and land from jumps
train to improv techniqu when perform pivot and cut movements
"
Infant reflux,"isn t gain weight 
consist spit up forc  caus stomach content to shoot out of the mouth  thi is call projectil vomit 
spit up green or yellow fluid 
spit up blood or stomach content that look like coffe ground 
refus to feed or eat 
ha blood in the stool 
ha difficulti breath or a cough that won t go away 
begin spit up at age 6 month or older 
i unusu irrit after eat 
doesn t have much energi 
 the reflux ha enough acid to irrit and damag the line of the esophagu 
 a muscular valv allow food to leav the stomach and enter the small intestin as part of digest  in pylor stenosi  the valv thicken and becom larger than it should  the thicken valv then trap food in the stomach and block it from enter the small intestin 
 a protein in cow s milk is the most common trigger 
 a certain type of white blood cell build up and injur the line of the esophagu  thi white blood cell is call an eosinophil 
 thi caus irregular tilt and rotat of the head  and movement that resembl seizur  it s a rare seen consequ of 
 
prematur birth
lung condit  such as cystic fibrosis
condit that affect the nervou system  such as cerebr palsy
previ surgeri on the esophagus
"
