anaphylaxis allergies,"['stage', 'stage', 'stage', 'stage']"
trichotillomania,"['antidepressants', 'atypical antipsychotics', 'acetyl cysteine amino acid supplement']"
retinoschisis,"['eyes look different directions', 'poor close vision', 'bleeding eye caused damaged blood vessels', 'visual acuity test check well focus', 'field vision test measure central side vision', 'ophthalmoscopy dilation look back eye including retina', 'slit lamp exam get large three dimensional view different parts eye']"
astrocytoma,"['surgery', 'radiation', 'chemotherapy', 'targeted therapy newer type treatment may used help shrink tumors works differently chemotherapy targets certain proteins help tumors grow', 'electric field therapy uses electrical fields target cells tumor damaging normal cells done putting electrodes directly scalp device called optune given chemotherapy surgery radiation fda approved newly diagnosed people people whose glioblastoma come back']"
giant cell arteritis (temporal arteritis),"['fever', 'fatigue', 'pain jaw chew', 'pain face', 'vision problems blurred vision double vision sudden vision loss', 'pain shoulders arms neck hip', 'appetite loss', 'weight loss', 'cough', 'sore throat', 'tongue pain']"
gingivitis periodontal disease (gum disease),"['gums bleed tooth brushing', 'red swollen gums healthy gums pink firm', 'persistent', 'receding gums', 'formation deep pockets teeth gums', 'loose shifting teeth', 'changes way teeth fit together upon biting fit partial dentures']"
h. pylori infection,"['bloating', 'burping', 'appetite', 'nausea', 'vomiting', 'weight loss clear reason', 'bloody dark red black poop', 'trouble breathing', 'dizziness', 'pale', 'vomit', 'serious sharp', 'belly pain swelling', 'bloating', 'nausea', 'loss appetite', 'feeling full eat small amount', 'vomiting', 'weight loss reason', 'black poop', 'block digested food leaving stomach', 'leave hole wall stomach', 'cause bleeding', 'belly pain swelling', 'nausea', 'feeling', 'feeling full eat small amount', 'vomiting', 'weight loss reason']"
hives skin,"['dizziness', 'wheezing', 'difficulty breathing', 'tightness chest', 'swelling tongue lips face']"
gaucher disease,"['easy bruising', 'nosebleeds', 'tiredness', 'enlarged spleen liver makes belly look swollen', 'bone problems like pain breaks', 'lung disease', 'slow back forth eye movement', 'gaining weight growing expected called failure thrive', 'high pitched sound breathing', 'seizures', 'brain damage', 'enlarged liver spleen', 'inability swallow', 'pneumonia', 'throat muscle spasms', 'collodion skin looks like thin shiny coating', 'slow heart rate', 'infections', 'lung problems', 'bluish skin', 'much fluid baby body soon born', 'dry scaly skin', 'enlarged liver spleen', 'serious brain spinal cord problems', 'swollen stomach', 'unusual facial features', 'hardening heart valves blood vessels', 'bone disease', 'enlarged spleen', 'eye problems', 'blood transfusions anemia', 'medications strengthen bones prevent buildup fat ease pain', 'joint replacement surgery help move better', 'surgery remove swollen spleen', 'stem cell transplant reverse type symptoms procedure complicated cause short term long term problems rarely used', 'pain treatments kids adults gaucher may take drugs like acetaminophen ibuprofen mild pain opioids stronger pain antidepressants anti anxiety drugs muscle relaxers may also help pain', 'vitamin calcium supplements may help ease gaucher symptoms doctor may recommend think getting enough diet']"
gastroparesis,"['radioisotope gastric emptying scan gastric scintigraphy', 'blood tests', 'barium ray', 'gastric emptying breath tests 13c gebts', 'gastric manometry', 'electrogastrography', 'smart pill', 'ultrasound', 'upper endoscopy']"
gastroenteritis ("stomach flu"),"['gradually ease food back person diet', 'start bland easy digest food crackers bananas toast rice chicken', 'avoid dairy', 'little urination', 'extreme thirst', 'lack tears', 'dry mouth', 'sunken', 'dizziness', 'rapid breathing heartbeat', 'lack alertness', 'blurred', 'trouble swallowing breathing', 'muscle weakness']"
gastritis,"['nausea recurrent', 'abdominal', 'abdominal pain', 'vomiting', 'indigestion', 'burning gnawing feeling stomach meals night', 'hiccups', 'loss appetite', 'vomiting', 'black tarry stools']"
growth hormone stimulation test,"['low energy', 'less strength', 'depression', 'decline muscle mass', 'increase body']"
zollinger-ellison syndrome,"['abdominal pain', 'burning pain', 'nausea', 'diarrhea', 'weight loss', 'vomiting', 'bleeding stomach', 'weakness', 'fatigue']"
stomach cancer,"['stomach pain', 'blood', 'vomiting', 'weight loss', 'trouble swallowing', 'yellowish', 'swelling stomach', 'constipation', 'weakness', 'heartburn']"
tay-sachs disease,"['loss motor skills turning sitting crawling', 'strong reaction loud noises', 'trouble focusing objects following', 'cherry red spots identified']"
mucopolysaccharidosis (mps i),"['severe', 'attenuated less severe', 'shorter average stocky build', 'large head bulging forehead', 'thick lips widely spaced teeth large tongue', 'short flat nose wide nostrils', 'thick tough skin', 'short broad hands curving fingers', 'knock knees walking toes', 'curved spine', 'lot specific sugar urine', 'active missing protein blood skin cells']"
glioblastoma,"['constant', 'seizures', 'vomiting', 'trouble thinking', 'changes mood personality', 'double', 'trouble speaking']"
ganglion cyst,"['bump goes away comes back', 'one large cyst many smaller cysts', 'degree', 'long lasting pain gets worse move affected joint', 'pressure nerves causes tingling numbness', 'weakness affected finger cyst connected tendon']"
lysosomal storage disorders,"['pain numbness tingling burning hands feet', 'body aches', 'fever', 'tiredness', 'red purple', 'trouble', 'swelling lower legs', 'clouding', 'diarrhea', 'trouble breathing', 'ringing ears', 'dizziness', 'abnormal', 'anemia', 'enlarged spleen', 'easy bleeding bruising', 'tiredness', 'bone pain', 'joint pain', 'eye problems', 'seizures', 'muscle', 'stiff limbs', 'trouble walking', 'vision', 'muscle spasms', 'seizures', 'red spot back', 'vision hearing loss', 'seizures', 'medicine', 'surgery', 'physical therapy', 'dialysis treatment removes toxic substances body']"
cholecystitis,"['nausea', 'vomiting', 'fever', 'bloating', 'yellow', 'bowel movements', 'detail symptoms started felt way', 'describe severe pain', 'talk whether anything makes pain better worse', 'ray belly show internal organs bones tissues', 'ultrasound', 'scan', 'hida scan checks gallbladder squeezes bile blocked get shot chemical scanner traces moves body', 'ptc uses dye injected liver show bile moving body', 'ercp uses long flexible tube threaded throat']"
food allergy food intolerance,"['food poisoning', 'histamine toxicity', 'food additives', 'lactose intolerance', 'gluten intolerance', 'diseases', 'psychological triggers']"
food addiction,"['anxiety', 'agitation', 'physical symptoms', 'eating food causes problems depression', 'need eat food reduce negative emotions increase pleasure', 'eating amount food reduce negative emotions increase pleasure way used']"
heartburn,"['tomatoes', 'citrus fruits', 'garlic onions', 'chocolate', 'coffee caffeinated products', 'alcohol', 'peppermint', 'foods high fats oils', 'eat right bedtime', 'smoke vape use tobacco products', 'wear tight fitting clothing belts', 'lie bend eating', 'stressed', 'pregnant', 'take certain medications including antibiotics nonsteroidal anti inflammatory drugs nsaids', 'constipated', 'ray', 'endoscopy', 'ambulatory acid probe test esophageal monitoring', 'esophageal motility testing esophageal manometry', 'treatments helped', 'les muscle work properly', 'heartburn caused gerd', 'cancer esophagus keep mind trouble swallowing heartburn gerd common symptom type cancer']"
follicular lymphoma,"['painless swelling lymph nodes neck groin', 'shortness breath', 'fatigue', 'night sweats', 'weight loss']"
necrotizing fasciitis (flesh-eating bacteria),"['serious', 'inflammation', 'fever', 'nausea', 'increasing pain general area minor cut abrasion skin opening', 'pain worse would expected appearance cut abrasion', 'redness warmth around wound though symptoms begin areas body', 'flu like symptoms', 'intense thirst due', 'swelling possibly along purplish', 'large violet colored marks turn', 'discoloration peeling flakiness tissue death', 'dizziness fatigue nausea', 'severe drop', 'toxic shock', 'unconsciousness']"
prolactinoma,"['irregular menstrual periods', 'lack menstrual periods', 'low', 'painful intercourse caused', 'problems', 'unusual production', 'problems getting maintaining erection', 'decreased interest sex', 'breast milk production rare cases']"
fitz-hugh-curtis syndrome,"['fever', 'chills', 'night sweat', 'nausea vomiting', 'hiccups', 'headaches', 'general feeling poor health malaise']"
cysts lumps bumps skin,"['red brown purple growth change colors time', 'growth small pellet', 'tenderness pain', 'dimple appears growth pinched', 'multiple red pimples pustules hair bearing areas body', 'itching skin', 'painless slow growing mass', 'occasional pain', 'electric like shock affected area touched', 'neurological problems tumor involves major motor sensory nerve nerve compressed tumor hard structure']"
interstitial lung disease (ild),"['cough', 'weight loss']"
uterine fibroids,"['heavy long painful periods', 'pain lower', 'painful sex', 'peeing often', 'discomfort rectum', 'gonadotropin releasing hormone gnrh agonists', 'gnrh antagonists', 'progestin releasing intrauterine device iud', 'tranexamic acid', 'myomectomy', 'endometrial ablation', 'uterine fibroid embolization ufe uterine artery embolization uae', 'hysterectomy']"
pulmonary arterial hypertension,"['chest pain', 'fatigue', 'passing', 'swelling']"
gilbert syndrome,"['nausea diarrhea', 'abdominal discomfort', 'fatigue', 'dark urine', 'stressed', 'dehydrated', 'exercise', 'infection like', 'skip meals', 'drink', 'take medicines affect', 'outside cold weather', 'period', 'recovering surgery']"
basal ganglia calcification,"['clumsiness', 'walking', 'talking slowly usual slurring words', 'difficulty swallowing', 'involuntary movement arms legs', 'cramped muscles', 'stiff arms legs called spasticity', 'tremors muscle stiffness lack facial expression', 'poor concentration', 'lapses memory', 'mood changes', 'psychosis', 'dementia', 'tiredness', 'migraines', 'seizures', 'vertigo', 'able control urinate called', 'impotence']"
tetralogy fallot,"['growth development slower especially pulmonary stenosis severe puberty may delayed tetralogy untreated', 'child usually tires easily begins panting form exertion may play short time sitting lying', 'able walk child often assumes squatting position catch breath resumes physical activity squatting increases pressure transiently aorta left ventricle causing less blood move left ventricle pulmonary artery lungs', 'child suddenly becomes blue difficulty breathing may become extremely irritable even faint', 'children tetralogy fallot experience spells', 'spells often happen feeding crying straining awakening morning', 'spells last minutes hours', 'bluish discoloration', 'trouble breathing', 'seizures', 'fainting', 'extreme fatigue weakness', 'lab tests red blood cell count hemoglobin may elevated body attempts compensate lack oxygen tissues', 'electrocardiogram ecg painless quick test measures records electrical activity heart structural abnormalities heart usually produce abnormal recordings ecg tetralogy fallot right ventricular hypertrophy almost always present', 'chest ray imaging image may demonstrate classic boot shaped heart occurs right ventricle enlarged also may show abnormal aorta', 'echocardiography imaging test key demonstrate ventricular septal defect large hole left right ventricles degree pulmonary stenosis reveal unanticipated defects many patients need cardiac catheterization clinical ecg echocardiogram findings routine expected', 'cardiac catheterization invasive procedure accomplished cardiologist special laboratory patient local general anesthesia procedure done patients suspected tetralogy prior echocardiography procedure could used confirm diagnosis needed small tube catheter inserted skin blood vessel usually groin advanced inferior vena cava heart ray image taken small amount dye infused dye helps highlight ventricular septal defect pulmonary stenosis overriding aorta size pulmonary arteries', 'right ventricular failure right ventricular failure possible especially surgery created severe pulmonary valve insufficiency leaking blood backward pulmonary artery right ventricle', 'electrical conduction abnormalities every patient tetralogy fallot right bundle branch block secondary congenital ventricular septal defect sewing patch ventricular septum create heart block failure upper atria conduct communicate lower ventricles permanent pacemaker occasionally needed', 'arrhythmias surgery ventricles postoperative ventricular tachycardia infrequent risk life threatening arrhythmia follow detect risk ventricular tachycardia important', 'residual hole ventricular septum also possible oxygenated blood passing left side heart right shunting']"
ataxia,"['counseling', 'physical occupational', 'speech', 'support groups']"
epstein-barr virus (ebv) infection,"['fever', 'sore throat', 'swollen glands neck', 'swollen liver spleen', 'tiredness', 'get plenty rest', 'drink lot water liquids stay hydrated', 'suck lozenges ice pops gargle warm salt water make', 'take counter medications like', 'sudden sharp pain left side belly could mean problem spleen', 'little urine sign', 'trouble breathing']"
primary sclerosing cholangitis,"['fatigue', 'itchy skin', 'yellowish']"
