Sickness_Name,Symptoms
allergies,"airborne allergens 
 certain foods 
 insect stings 
 medications 
 latex 
 through your nasal passages and into your lungs 
 through your mouth 
 through your skin 
 through absorption from insect sting 
 itchy watery 
 sneezing 
 itchy 
 feeling tired ill 
 rashes 
 tingling your mouth 
 swelling your lips tongue face throat 
 hives 
 stomach 
 anaphylaxis 
 swelling redness and pain the site the sting 
 itching hives 
 chest discomfort tightness 
 coughing 
 anaphylaxis 
 belly pain 
 anxiety 
 chest tightness 
 coughing 
 diarrhea 
 hard time breathing swallowing 
 dizziness 
 swelling the face eyes tongue 
 anaphylaxis 
"
autoimmune hemolytic anemia,"chills 
 fast heartbeat known 
 pale 
 shortness breath 
 weakness and 
 chest pain 
 yellow skin whites the 
 dark urine 
 feeling abdominal fullness related enlarged spleen 
 cold hands and feet 
 bluish reddish color hands and feet 
 headache 
 digestive problems 
 pain the back and legs 
 the number red blood cells white blood cells and platelets 
 the size your red blood cells 
 the 
 how much space red blood cells take your blood hematocrit 
"
hiatal hernia,"heartburn from gastroesophageal reflux disease gerd 
 chest pain 
 bloating 
 burping 
 trouble swallowing 
 bad taste the mouth 
 upset stomach and 
 backflow food liquid from the stomach into the mouth 
 severe pain your chest belly 
 persistent upset stomach 
 vomiting 
 can poop pass gas 
"
her2-positive breast cancer,"breast swelling 
 change its shape 
 skin irritation dimpling 
 pain the breast nipple 
 redness thickness the nipple breast skin 
 discharge from the nipple not breast milk 
 abemaciclib 
 fam trastuzumab deruxtecan 
 margetuximab 
 pertuzumab 
 pertuzumab trastuzumab hyaluronidase zzxf 
 trastuzumab and hyaluronidase 
 dm1 
"
ventricular septal defect,"fast breathing 
 sweating 
 pallor 
 very fast heartbeatsdecreased feeding 
 poor weight gain 
 fainting 
 shortness breath 
 chest pain 
 bluish discoloration the skin cyanosis 
 which medication prescribed depends the severity symptoms 
 the goal therapy reduce the symptoms congestive heart failure such poor growth and development 
 routine antibiotic use warranted for dental surgery and any invasive procedure any vsd still present after closure 
"
hepatocellular carcinoma,"pain the upper right part your belly 
 lump feeling heaviness your upper belly 
 bloating swelling your belly 
 loss appetite and feelings fullness 
 weight loss 
 weakness deep fatigue 
 nausea and vomiting 
 yellow skin and eyes 
 pale chalky bowel movements and dark urine 
 fever 
"
altitude sickness,"loss coordination and trouble 
 severe 
 tightening your chest 
 confusion 
 shortness breath even rest 
 inability walk 
 
 coma 
"
hemophilia b,"nosebleeds 
 lots blood loss from small cuts 
 long term bleeding the mouth from biting down after 
 bleeding from cut injury that starts again after stopping 
 blood their pee stool 
 large 
 headache 
 neck pain 
 vomiting 
 sleepiness 
 sudden weakness problems walking 
"
hemophilia,"pregnancy 
 autoimmune conditions 
 cancer 
 multiple sclerosis 
 after you have surgery another procedure like having tooth pulled 
 after childbirth 
 after serious injury 
 during your period 
"
signs labor,"mood swings 
 anxiety 
 irritability 
 impatience 
"
hay fever,"tree pollens typically appear early spring 
 grasses shed pollen late spring and summer 
 ragweed makes pollen the fall 
 indoor allergies might get worse winter 
 indoor and outdoor molds along with pet dander might trigger symptoms year round 
 stay indoors much possible during peak pollen counts and windy days ragweed highest the morning tree and grass pollens peak the early evening 
 close windows and use your air conditioner 
 wear glasses sunglasses keep pollen out your eyes 
 wear mask when you work outdoors 
"
hashimoto's thyroiditis,"weight gain 
 fatigue 
 paleness puffiness the face 
 joint and 
 constipation 
 inability get warm 
 difficulty 
 hair loss thinning and brittle 
 irregular heavy menstrual periods 
 depression 
 slowed heart rate 
 muscle aches and tenderness 
 problems with memory concentration 
 enlarged tongue 
"
irritable bowel syndrome (ibs),"diarrhea often described violent episodes diarrhea 
 constipation 
 constipation alternating with diarrhea 
 belly pains 
 lot 
 harder looser stools than normal pellets flat ribbon stools 
 belly that sticks out 
 mucus your poop 
 feeling like you still need poop after you just did 
 food intolerance 
 tiredness 
 anxiety 
 depression 
 heartburn 
 headaches 
 needing pee lot 
 rectal bleeding 
 weight loss 
 fever vomiting and anemia 
 food allergies 
 medications 
 infection 
 enzyme deficiencies where the 
 inflammatory bowel diseases like ulcerative colitis crohn disease 
 flexible 
 upper 
 rays 
 blood tests look for 
 stool tests for blood infections 
 tests for lactose intolerance 
 tests look for problems with your bowel muscles 
 avoid 
 add fiber your diet with foods like fruits vegetables 
 drink least three four glasses 
 don smoke 
 learn relax either getting more 
 limit how much milk 
 eat smaller meals more often instead big meals 
 keep record the foods you eat you can figure out which foods bring bouts ibs 
 antispasmodics 
 antidepressants 
 probiotics 
 linaclotide 
 lubiprostone 
 plecanatide trulance 
 polyethylene glycol peg 
 tegaserod 
 tenapanor ibsrela 
 alosetron 
 bile acid sequestrants 
 eluxadoline viberzi 
 loperamide 
"
hand foot mouth disease (hfmd),"fever 
 sore throat 
 
 
 feeling unwell 
 loss appetite 
 fatigue 
 crankiness 
 
 
 flat spots sores their knees elbows buttocks 
"
anaphylaxis allergies,"stage 
 stage 
 stage 
 stage 
"
trichotillomania,"antidepressants 
 atypical antipsychotics 
 acetyl cysteine amino acid supplement 
"
retinoschisis,"eyes that look different directions 
 poor close vision 
 bleeding your eye caused damaged blood vessels 
 visual acuity test check how well you can focus 
 field vision test measure your central and side vision 
 ophthalmoscopy with dilation look the back your eye including the retina 
 slit lamp exam get large three dimensional view the different parts your eye 
"
astrocytoma,"surgery 
 radiation 
 chemotherapy 
 targeted therapy newer type treatment that may used help shrink tumors this works differently from chemotherapy that targets certain proteins that help tumors grow 
 electric field therapy uses electrical fields target cells the tumor while not damaging normal cells done putting electrodes directly the scalp the device called optune given with chemotherapy after surgery and radiation the fda has approved for both newly diagnosed people and people whose glioblastoma has come back 
"
giant cell arteritis (temporal arteritis),"fever 
 fatigue 
 pain your jaw when you chew 
 pain your face 
 vision problems such blurred vision double vision sudden vision loss 
 pain your shoulders arms neck and hip 
 appetite loss 
 weight loss 
 cough 
 sore throat 
 tongue pain 
"
gingivitis periodontal disease (gum disease),"gums that bleed during and after tooth brushing 
 red swollen gums healthy gums should pink and firm 
 persistent 
 receding gums 
 formation deep pockets between teeth and gums 
 loose shifting teeth 
 changes the way teeth fit together upon biting down the fit partial dentures 
"
h. pylori infection,"bloating 
 burping 
 appetite 
 nausea 
 vomiting 
 weight loss for clear reason 
 bloody dark red black poop 
 trouble breathing 
 dizziness 
 pale 
 vomit that 
 serious sharp 
 belly pain swelling 
 bloating 
 nausea 
 loss appetite 
 feeling full after you eat just small amount 
 vomiting 
 weight loss for reason 
 black poop 
 block digested food from leaving your stomach 
 leave hole the wall your stomach 
 cause bleeding 
 belly pain swelling 
 nausea 
 not feeling 
 feeling full after you eat just small amount 
 vomiting 
 weight loss for reason 
"
hives skin,"dizziness 
 wheezing 
 difficulty breathing 
 tightness the chest 
 swelling the tongue lips face 
"
gaucher disease,"easy bruising 
 nosebleeds 
 tiredness 
 enlarged spleen liver which makes your belly look swollen 
 bone problems like pain breaks 
 lung disease 
 slow back and forth eye movement 
 not gaining weight growing expected called failure thrive 
 high pitched sound when breathing 
 seizures 
 brain damage 
 enlarged liver spleen 
 inability swallow 
 pneumonia 
 throat muscle spasms 
 collodion skin which looks like thin shiny coating 
 slow heart rate 
 infections 
 lung problems 
 bluish skin 
 too much fluid the baby body before soon after they born 
 dry scaly skin 
 enlarged liver and spleen 
 serious brain and spinal cord problems 
 swollen stomach 
 unusual facial features 
 hardening the heart valves and blood vessels 
 bone disease 
 enlarged spleen 
 eye problems 
 blood transfusions for anemia 
 medications strengthen your bones prevent the buildup fat and ease pain 
 joint replacement surgery help you move better 
 surgery remove swollen spleen 
 stem cell transplant reverse type symptoms this procedure complicated and can cause both short term and long term problems rarely used 
 pain treatments kids and adults with gaucher may take drugs like acetaminophen ibuprofen for mild pain opioids for stronger pain antidepressants anti anxiety drugs and muscle relaxers may also help with pain 
 vitamin calcium other supplements may help ease gaucher symptoms too your doctor may recommend them they think you not getting enough your diet 
"
gastroparesis,"radioisotope gastric emptying scan gastric scintigraphy 
 blood tests 
 barium ray 
 gastric emptying breath tests 13c gebts 
 gastric manometry 
 electrogastrography 
 the smart pill 
 ultrasound 
 upper endoscopy 
"
"gastroenteritis (""stomach flu"")","gradually ease food back into the person diet 
 start with bland easy digest food such crackers bananas toast rice and chicken 
 avoid dairy 
 little urination 
 extreme thirst 
 lack tears 
 dry mouth 
 sunken 
 dizziness 
 rapid breathing and heartbeat 
 lack alertness 
 blurred 
 trouble swallowing breathing 
 muscle weakness 
"
gastritis,"nausea recurrent 
 abdominal 
 abdominal pain 
 vomiting 
 indigestion 
 burning gnawing feeling the stomach between meals night 
 hiccups 
 loss appetite 
 vomiting 
 black tarry stools 
"
growth hormone stimulation test,"low energy 
 less strength 
 depression 
 decline muscle mass 
 increase body 
"
zollinger-ellison syndrome,"abdominal pain 
 burning pain the 
 nausea 
 diarrhea 
 weight loss 
 vomiting 
 bleeding from the stomach 
 weakness 
 fatigue 
"
stomach cancer,"stomach pain 
 blood 
 vomiting 
 weight loss 
 trouble swallowing 
 yellowish 
 swelling your stomach 
 constipation 
 weakness 
 heartburn 
"
tay-sachs disease,"loss motor skills such turning over sitting and crawling 
 very strong reaction loud noises 
 trouble focusing objects following them with their 
 cherry red spots which can identified with 
"
mucopolysaccharidosis (mps i),"severe 
 attenuated less severe 
 shorter than average with stocky build 
 large head bulging forehead 
 thick lips widely spaced teeth and large tongue 
 short flat nose with wide nostrils 
 thick tough skin 
 short broad hands with curving fingers 
 knock knees and walking toes 
 curved spine 
 lot specific sugar their urine 
 how active the missing protein their blood skin cells 
"
glioblastoma,"constant 
 seizures 
 vomiting 
 trouble thinking 
 changes mood personality 
 double 
 trouble speaking 
"
ganglion cyst,"bump that goes away and comes back 
 one large cyst many smaller cysts 
 some degree 
 long lasting pain that gets worse when you move the affected joint 
 pressure nerves that causes tingling numbness 
 weakness the affected finger the cyst connected tendon 
"
lysosomal storage disorders,"pain numbness tingling burning the hands and feet 
 body aches 
 fever 
 tiredness 
 red purple 
 trouble 
 swelling the lower legs 
 clouding the 
 diarrhea 
 trouble breathing 
 ringing the ears 
 dizziness 
 abnormal 
 anemia 
 enlarged spleen 
 easy bleeding and bruising 
 tiredness 
 bone pain and 
 joint pain 
 eye problems 
 seizures 
 muscle 
 stiff limbs 
 trouble walking 
 vision 
 muscle spasms 
 seizures 
 red spot the back the 
 vision and hearing loss 
 seizures 
 medicine 
 surgery 
 physical therapy 
 dialysis treatment that removes toxic substances from the body 
"
cholecystitis,"nausea 
 vomiting 
 fever 
 bloating 
 yellow 
 bowel movements 
 detail when your symptoms started have you felt this way before 
 describe how severe your pain 
 talk about whether anything makes your pain better worse 
 ray your belly which will show your internal organs bones and tissues 
 ultrasound 
 scan 
 hida scan which checks how your gallbladder squeezes and bile blocked you get shot chemical and then scanner traces moves through your body 
 ptc which uses dye injected into your liver show how bile moving through your body 
 ercp which uses long flexible tube threaded down your throat through your 
"
food allergy food intolerance,"food poisoning 
 histamine toxicity 
 food additives 
 lactose intolerance 
 gluten intolerance 
 other diseases 
 psychological triggers 
"
food addiction,"anxiety 
 agitation 
 other physical symptoms 
 eating food causes problems such depression 
 you need eat more and more food reduce negative emotions increase pleasure 
 eating the same amount food doesn reduce negative emotions increase pleasure the way used 
"
heartburn,"tomatoes 
 citrus fruits 
 garlic and onions 
 chocolate 
 coffee caffeinated products 
 alcohol 
 peppermint 
 foods high fats and oils 
 eat right before bedtime 
 smoke vape use tobacco products 
 wear tight fitting clothing belts 
 lie down bend over after eating 
 are stressed out 
 are pregnant 
 take certain medications including some antibiotics and nonsteroidal anti inflammatory drugs nsaids 
 are constipated 
 ray 
 endoscopy 
 ambulatory acid probe test esophageal monitoring 
 esophageal motility testing esophageal manometry 
 other treatments haven helped 
 your les muscle doesn work properly 
 your heartburn caused gerd 
 you have cancer your esophagus keep mind that trouble swallowing and not heartburn gerd the most common symptom this type cancer 
"
follicular lymphoma,"painless swelling the lymph nodes your neck groin 
 shortness breath 
 fatigue 
 night sweats 
 weight loss 
"
necrotizing fasciitis (flesh-eating bacteria),"serious 
 inflammation 
 fever 
 nausea 
 increasing pain the general area minor cut abrasion other skin opening 
 pain that worse than would expected from the appearance the cut abrasion 
 redness and warmth around the wound though symptoms can begin other areas the body 
 flu like symptoms such 
 intense thirst due 
 swelling possibly along with purplish 
 large violet colored marks that turn into 
 discoloration peeling and flakiness tissue death 
 dizziness fatigue nausea 
 severe drop 
 toxic shock 
 unconsciousness 
"
prolactinoma,"irregular menstrual periods 
 lack menstrual periods 
 low 
 painful intercourse caused 
 problems with 
 unusual production 
 problems getting maintaining erection 
 decreased interest sex 
 breast milk production rare cases 
"
fitz-hugh-curtis syndrome,"fever 
 chills 
 night sweat 
 nausea and vomiting 
 hiccups 
 headaches 
 general feeling poor health malaise 
"
cysts lumps bumps skin,"red brown purple growth that can change colors over time 
 growth that small pellet 
 tenderness pain and 
 dimple that appears when the growth pinched 
 multiple red pimples and pustules hair bearing areas the body 
 itching skin 
 painless slow growing mass 
 occasional pain 
 electric like shock when the affected area touched 
 neurological problems the tumor involves major motor sensory nerve nerve that compressed between the tumor and hard structure 
"
interstitial lung disease (ild),"cough 
 weight loss 
"
uterine fibroids,"heavy long painful periods 
 pain the lower 
 painful sex 
 peeing often 
 discomfort the rectum 
 gonadotropin releasing hormone gnrh agonists 
 gnrh antagonists 
 progestin releasing intrauterine device iud 
 tranexamic acid 
 myomectomy 
 endometrial ablation 
 uterine fibroid embolization ufe uterine artery embolization uae 
 hysterectomy 
"
pulmonary arterial hypertension,"chest pain 
 fatigue 
 passing out 
 swelling your 
"
gilbert syndrome,"nausea and diarrhea 
 abdominal discomfort 
 fatigue 
 dark urine 
 are stressed 
 are dehydrated 
 exercise 
 have infection like 
 skip meals 
 drink 
 take medicines that affect your 
 are outside cold weather 
 have your period 
 are recovering from surgery 
"
basal ganglia calcification,"clumsiness 
 walking 
 talking more slowly than usual slurring your words 
 difficulty swallowing 
 involuntary movement arms legs 
 cramped muscles 
 stiff arms and legs called spasticity 
 tremors muscle stiffness lack facial expression 
 poor concentration 
 lapses memory 
 mood changes 
 psychosis 
 dementia 
 tiredness 
 migraines 
 seizures 
 vertigo 
 not being able control when you urinate called 
 impotence 
"
tetralogy fallot,"growth and development are slower especially the pulmonary stenosis severe puberty may delayed the tetralogy untreated 
 the child usually tires easily and begins panting with any form exertion they may play for only short time before sitting lying down 
 once able walk the child often assumes squatting position catch their breath and then resumes physical activity squatting increases the pressure transiently the aorta and left ventricle causing less blood move into the left ventricle more out the pulmonary artery the lungs 
 the child suddenly becomes blue has difficulty breathing and may become extremely irritable even faint 
 children with tetralogy fallot experience these spells 
 the spells often happen during feeding crying straining awakening the morning 
 spells can last from few minutes few hours 
 bluish discoloration 
 trouble breathing 
 seizures 
 fainting 
 extreme fatigue weakness 
 lab tests the red blood cell count and hemoglobin may elevated the body attempts compensate for the lack oxygen the tissues 
 electrocardiogram ecg this painless quick test measures and records the electrical activity the heart structural abnormalities the heart usually produce abnormal recordings ecg tetralogy fallot right ventricular hypertrophy almost always present 
 chest ray imaging this image may demonstrate the classic boot shaped heart this occurs because the right ventricle enlarged also may show abnormal aorta 
 echocardiography this imaging test key will demonstrate the ventricular septal defect large hole between the left and right ventricles the degree pulmonary stenosis and will reveal other unanticipated defects many patients not need cardiac catheterization the clinical ecg and echocardiogram findings are routine and expected 
 cardiac catheterization this invasive procedure accomplished cardiologist special laboratory with the patient under local general anesthesia this procedure was done all patients with suspected tetralogy prior echocardiography because was the only procedure that could used confirm the diagnosis needed small tube catheter inserted through the skin into blood vessel usually the groin and advanced the inferior vena cava into the heart ray image taken while small amount dye infused the dye helps highlight the ventricular septal defect pulmonary stenosis overriding aorta and the size the pulmonary arteries 
 right ventricular failure right ventricular failure possible especially surgery created severe pulmonary valve insufficiency which leaking blood backward from the pulmonary artery into the right ventricle 
 electrical conduction abnormalities every patient with tetralogy fallot has right bundle branch block secondary the congenital ventricular septal defect but sewing the patch into the ventricular septum can create heart block failure the upper atria conduct communicate with the lower ventricles permanent pacemaker occasionally needed 
 arrhythmias because surgery the ventricles postoperative ventricular tachycardia infrequent risk this life threatening arrhythmia follow detect risk for ventricular tachycardia important 
 residual hole the ventricular septum this also possible with oxygenated blood passing from the left side the heart the right shunting 
"
ataxia,"counseling 
 physical occupational 
 speech 
 support groups 
"
epstein-barr virus (ebv) infection,"fever 
 sore throat 
 swollen glands the neck 
 swollen liver spleen 
 tiredness 
 get plenty rest 
 drink lot water and other liquids stay hydrated 
 suck lozenges ice pops gargle with warm salt water make your 
 take over the counter medications like 
 sudden sharp pain the left side the belly which could mean problem with your spleen 
 very little urine sign 
 trouble breathing 
"
primary sclerosing cholangitis,"fatigue 
 itchy skin 
 yellowish 
"
fabry disease,"higher chance heart attack stroke 
 serious kidney problems including kidney failure 
 high blood pressure 
 heart failure 
 enlarged heart 
 osteoporosis 
 how are you feeling 
 what concerning you 
 what symptoms have you noticed 
 when did those symptoms start 
 what medical conditions run your family 
 have you seen other doctors about this problem what did they tell you 
"
epididymitis,"redness swelling tenderness the scrotum the sac that contains the testes 
 more frequent urgent need pee 
 lump your testicle 
 painful urination 
 fever 
 bloody 
 discomfort your lower 
 enlarged 
 lump your testicle 
 urine sample 
 blood 
 swab sample 
 ultrasound 
"
cholera,"rapid 
 loss 
 dry mucous membranes including the inside the 
 low blood pressure 
 thirst 
 muscle cramps 
"
dental health endocarditis prevention,"unexplained fever 
 night chills 
 weakness 
 sluggishness lethargy malaise general ill feeling 
"
empty sella syndrome,"headaches 
 high blood pressure 
 fatigue 
 impotence 
 low 
 menstrual periods irregular ones women 
 infertility 
 feeling pressure inside your skull 
 spinal fluid leaking from your nose 
 swelling your 
 blurry 
 magnetic resonance imaging 
 computerized tomography scan your doctor will take rays your head from several angles and put them together make more complete picture 
 medicine 
 surgery 
"
copd (chronic obstructive pulmonary disease),"cough that doesn away 
 coughing lots mucus 
 shortness breath especially when you physically active 
 wheezing 
 tightness your chest 
 frequent colds flu 
 blue fingernails 
 low energy 
 losing weight without trying later stages 
 swollen ankles feet legs 
 more lung function tests 
 chest rays that can help rule out emphysema other lung problems 
 scan which uses several rays create detailed picture your lungs and can tell the doctor you need surgery you have lung cancer 
 arterial blood gas test which measures how well your lungs are bringing oxygen and taking out carbon dioxide 
 laboratory tests determine the cause your symptoms rule out other conditions like the genetic disorder alpha antitrypsin aat deficiency 
 you smoke stop 
 avoid smoke fumes dust and air pollution much you can 
 take your medications directed 
 get regular checkups 
 breathing exercises 
 walk other light exercise several times week 
 eat healthy 
 try controlled coughing lots water and using humidifier help clear your lungs 
 get emotional support through counseling support group 
 quit smoking 
 take 
 get yearly flu and pneumonia vaccines 
 avoid air pollution when you can 
 symptoms such cough shortness breath increases mucus and fatigue 
 medications and dosages 
 diet 
 exercise and other physical activity 
"
tennis elbow (lateral epicondylitis),"trouble moving your arm 
 lump bulge your elbow arm 
 pain that keeps you from your everyday activities 
 your elbow red swollen 
 electromyography 
 mri 
 rays 
"
endocarditis,"blood tests 
 echocardiogram electrocardiogram 
 ray 
 
"
fifth disease,"acetaminophen help lower fever 
 ibuprofen for joint muscle pain 
 antihistamines treat itching that may come with the rash 
"
eisenmenger syndrome,"bluish color the 
 wide fingertips and toes 
 shortness breath 
 fluid buildup parts the body 
 abnormal heart rhythm 
 dizziness 
 chest pains 
 swelling the joints 
"
elephantiasis,"wash and dry the swollen areas daily 
 use moisturizers 
 check for wounds and use medicated cream any sore spots 
 exercise 
 your arms legs are swollen keep them elevated when you lying down seated 
"
rapp-hodgkin syndrome aec,"cleft lip 
 cleft palate 
 fewer sweat glands none all 
 fused eyelids 
 growth problems 
 hearing loss 
 missing unusually shaped nails 
 skin erosion 
 teeth 
 urethra problem men 
 very little 
 dental implants 
 ear tubes 
 eye 
 gentle wound care 
 speech therapy 
 surgery for cleft lip and cleft palate 
 surgery separate fused eyelids 
 wigs 
"
ectopic pregnancy,"upset stomach and vomiting 
 sharp belly cramps 
 pain one side your body 
 dizziness weakness 
 pain your shoulder neck rectum 
"
stevens-johnson syndrome (sjs),"painful red purple skin that looks burned and peels off 
 blisters your skin 
 red painful watery 
"
myasthenia gravis,"weakness your eye muscles 
 drooping eyelids 
 double vision 
 blurred vision 
 change your facial expression 
 trouble swallowing 
 shortness breath 
 problems speaking 
 problems walking and lifting things 
 trouble holding your head 
 edrophonium test 
 ice pack test 
 blood test 
 repetitive nerve stimulation 
 single fiber electromyography emg 
 imaging 
 pulmonary functioning tests 
 cholinesterase inhibitors 
 corticosteroids 
 immunosuppressants 
 neonatal receptor blocker 
 plasmapheresis 
 intravenous immunoglobulin 
 monoclonal antibodies 
 video assisted thymectomy 
 robot assisted thymectomy 
 save 
 install safety aids put handrails anywhere you might need helpful handle like next the toilet near tables remove any tripping risks such rugs floor clutter 
 let machines the work switch electric toothbrush and can opener any other device that can save you strength 
 wear 
 plan ahead smart with your strength chores errands when you feel best during the day 
"
ehlers-danlos syndrome,"orthopedist who specializes 
 dermatologist who treats skin conditions 
 
 physical therapy and exercise build muscle tone and help coordination stronger muscles can make you less likely dislocate joint helpful exercises can include walking low impact aerobics 
 braces other 
 calcium 
 over the counter 
 women with eds may need special care they pregnant because possible issues with pain 
"
eczema,"signs infection such fever redness warmth pus blisters 
 your eczema suddenly changes gets worse 
 treatments aren working 
 feeling sad empty hopeless 
 being unable concentrate 
 low energy 
 loss interest hobbies activities you usually enjoy 
 thoughts 
"
swallowing problems,"frequent choking food 
 takes more than few seconds swallow 
 pain when swallowing 
 repeated pneumonia which could mean food going into the 
"
diabetic retinopathy,"loss central vision which used when you read drive 
 not being able see colors 
 blurry vision 
 holes black spots your 
 floaters 
"
diabetic neuropathy,"check your feet and legs daily 
 use lotion your feet they dry 
 take care your toenails ask your doctor you should podiatrist 
 wear shoes that fit well wear them all the time your feet don get injured 
"
diabetic macular edema,"have images directly front you appear blurry wavy 
 see colors that seem washed out 
"
diabetes affect eyes,"black spots your vision 
 flashes light 
 holes your vision 
 blurred vision 
"
type 2 diabetes children,"unexplained weight loss 
 hungry thirsty lot even after eating 
 dry mouth 
 peeing lot 
 fatigue 
 blurred vision 
 heavy 
 slow healing sores cuts 
 itchy skin 
 numbness tingling the hands 
"
diabetic ketoacidosis,"urge pee lot more than usual 
 high ketones amount 
 strong thirst 
 severe headache 
 dehydration 
 high blood sugar levels more than 250 
 nausea 
 weakness muscle aches stiffness 
 dry mouth 
 fatigue 
 confusion feeling foggy less alert than usual 
 flushed face your face redder feels sweaty hot 
 headache 
 breath that smells sweet fruity 
 pain 
 breathing problems including breathing fast having trouble catching your breath shortness breath 
 your ketones are moderate high and you have any dka symptoms 
 you have more than one symptom dka even you haven tested your ketones yet 
 your blood sugar 300 more and isn going down 
 you throwing and you can keep food water down you been throwing for more than hours 
 your breath smells sweet fruity 
 your blood sugar stays higher than your target range even when you your usual home treatments 
 you very 
 you feel queasy your belly hurts 
 hard 
"
type 2 diabetes,"being very thirsty 
 peeing lot 
 blurry vision 
 tingling numbness your hands feet 
 fatigue 
 wounds that don heal 
 yeast infections that keep coming back 
 feeling hungry 
 weight loss without trying 
 getting infections 
"
degenerative disk disease,"feels worse when you sit and better when you move and walk 
 feels worse when you bend lift twist 
 gets better when you change positions lie down 
 when the pain started 
 which part your spine hurts 
 has spread other parts your body 
 you had past spine injuries 
 you have family history similar problems 
 medication 
 physical therapy 
 steroid 
 radiofrequency neurotomy 
"
tularemia,"trouble breathing 
 pain the chest 
 dry 
 
 diarrhea and 
 severe 
 elevated fever 
"
diamond-blackfan anemia,"
 wide 
 small low 
 small bottom jaw 
 short webbed neck 
 small 
 abnormal thumbs 
 cleft palate 
"
trisomy 13 (patau syndrome),"eyes that are set close together 
 nose nostrils that aren fully developed 
 clenched hands 
 small eyes head lower jaw 
 low set ears 
 extra toes fingers 
 low muscle tone 
 missing skin the scalp 
 hernias 
 hole split the iris the eye 
 palms with one crease instead the usual three 
 undescended testicle 
 abnormal skeleton 
"
scoliosis,"low back pain 
 back stiffness 
 pain and numbness your legs from pinched nerves 
 fatigue due muscle strain 
 breathing difficulty due upper spine curve 
"
diabetes insipidus,"crankiness 
 slow growth 
 poor feeding 
 weight loss 
 fever 
 vomiting 
 drinking lot water 
 peeing often sometimes every hour 
 new bed wetting waking during the night pee 
 dehydration 
 low energy 
"
dermatitis herpetiformis,"skin rash with bumps and extremely itchy blisters this the most common symptom 
 changes the way your teeth look 
 digestive symptoms celiac disease 
 blood tests look for antibodies that are common people with celiac disease 
 skin biopsy look for antibody called immunoglobulin iga and around the skin your rash 
 rarely intestinal biopsy look for damage your small intestine 
"
croup,"makes noisy high pitched sound when they breathe doctors call this stridor 
 starts drooling has trouble swallowing 
 constantly cranky irritable uncomfortable 
 has very hard labored breathing 
 has neck chest muscles that pull when they breathe 
 very 
 turns bluish dark around their lips under their nose 
 dehydrated with few wet 
"
croup,"listen their breathing 
 look inside their throat 
 ask about any recent illnesses 
 take ray check for something stuck their throat 
 test their 
"
creutzfeldt-jakob disease,"confusion 
 trouble walking 
 jerky muscle movements 
 personality changes 
 trouble with memory and judgment 
 vision problems 
"
autoimmune blistering disorders,"corticosteroids 
 immunosuppressive medicines 
 biologic drugs 
 intravenous immunoglobulin 
 plasmapheresis 
 antibiotics 
 antiviral drugs 
 antifungal drugs 
"
coronavirus antibody testing,"you previously tested positive for covid infection and want know you have antibodies 
 you were never diagnosed with covid but want know you have been previously exposed the virus 
 you received covid vaccine and want know you have detectable antibodies 
"
coronavirus testing,"you have 
 you have shortness breath 
 have you been close contact within feet with someone who has covid 
 has someone with covid coughed sneezed you 
 have you traveled recently 
 did health official tell you that you come contact with covid 
 been least days since your symptoms began 
 your symptoms have improved 
 you haven had fever for least hours without using any fever reducing medication 
 keep wearing mask around others for another days 
"
coronavirus asthma,"fever 
 fatigue 
 dry 
 loss appetite 
 body aches 
 shortness breath 
 headache 
 loss taste smell 
 sore throat 
 congestion runny nose 
 nausea vomiting 
 diarrhea 
 cough 
 fever 
 shortness breath 
 your 
 you have 
 you have hard time breathing 
 you can talk because tough breathe 
 you feel suddenly confused 
 your lips face are blue 
"
test coronavirus home,"you didn follow proper testing instructions 
 you didn collect the sample properly 
 your test defective 
"
coronavirus kids babies,"fever 
 runny nose 
 cough 
 vomiting 
 diarrhea 
 trouble breathing 
 can keep liquids down 
 changes 
 confusion trouble waking 
"
symptoms coronavirus,"fever chills 
 dry cough and shortness breath 
 feeling very tired 
 muscle body aches 
 headache 
 loss taste smell 
 sore throat 
 congestion 
 runny nose 
 nausea 
 vomiting 
 diarrhea 
 face 
 arms 
 speech 
 time 
 fever 
 cough 
 shortness breath 
 stay home unless you need medical care you need call your doctor hospital first for guidance 
 tell your doctor about your illness you high risk complications because your age other health conditions they might have more instructions 
 isolate yourself 
 wear face mask you have around anyone else this includes people you live with mask makes hard for you breathe keep distance least feet from others and cover your mouth and nose when you cough sneeze after that happens wash your hands with soap for least seconds the cdc states that well fitting respirator masks like n95s and kn95s give better protection than cloth masks 
 rest and drink plenty fluids over the counter medicines might help you feel better 
 keep track your symptoms they get worse get medical help right away 
 limit your contact much you can stay separate rooms you have the same room use fan open window improve airflow 
 ask the person who sick wear well fitted protective face mask when you around each other you should wear one too 
 don share items such electronics bedding dishes 
 use gloves when handling the other person dishes laundry trash when you done throw away the gloves and wash your hands 
 regularly clean and disinfect common surfaces such doorknobs light switches faucets and countertops 
 take care yourself get enough rest and nutrition watch for covid symptoms 
"
covid variants,"fever chills 
 cough 
 fatigue 
 trouble breathing shortness breath 
 body aches 
 headache 
 sore throat 
 loss taste smell 
 congestion runny nose 
 diarrhea nausea vomiting 
"
